Clean_Product_Name,Brand,Customer_Name,Review_Date,clean_title,clean_description,clean_description_norm,Sentiment,Sentiment_confidence,rule_decisions
Iphone 16,Apple,Benien A.,سبتمبر 12 2025,انه جيد جدا,كنت خائفا البدايه شرائه لانني اشتر جهازا الظهيره وكانت المراجعات تخيفني اكثر نوعا لدي شعور غريزي واشتريته وجاء بحاله جيده جدا وكان الصندوق وجاء شيء معه جديد تماما ويعمل بشكل جيد للغايه,كنت خائفا البدايه شرائه لانني اشتر جهازا الظهيره وكانت المراجعات تخيفني اكثر نوعا لدي شعور غريزي واشتريته وجاء بحاله جيده جدا وكان الصندوق وجاء شيء معه جديد تماما ويعمل بشكل جيد للغايه,neutral,0.6052825450897217,none
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,مارس 24 2025,اجمل هاتف رايته علي الاطلاق,شيء جميل الكاميرا والشاشه,شيء جميل الكاميرا والشاشه,positive,0.954410195350647,pos_lex_override
Iphone 16,Apple,Shi V.,سبتمبر 1 2025,المنتج تالف وسوء التعامل,خيبه امل كبيره وصل صندوق الايفون مخدوشا ومتسخا وغير جديد مقبول لمنتج فاخر يجب علي ضمان تغليف ومناوله افضل فاستلام صندوق تالف لهاتف جديد كليا امر مقبول علي الاطلاق,خيبه امل كبيره وصل صندوق الايفون مخدوشا ومتسخا وغير جديد مقبول لمنتج فاخر يجب علي ضمان تغليف ومناوله افضل فاستلام صندوق تالف لهاتف جديد كليا امر مقبول علي الاطلاق,negative,0.9254870414733887,mixed_pref_negative
Galaxy S24 Ultra Titanium Ram,Samsung,Dr  A.,أكتوبر 21 2024,جيد,لقد شعرت بالارتباك قليلا شراء المنتج عبر الانترنت ولكنني فوجئت اوصي بشده,لقد شعرت بالارتباك قليلا شراء المنتج عبر الانترنت ولكنني فوجئت اوصي بشده,neutral,0.6987379193305969,none
Iphone 16,Apple,John Michael G.,أكتوبر 8 2025,شرعي واصلي,استلمت المنتج بحاله ممتازه معبا جيدا ومغلفا باحكام يدل علي عنايه فائقه التعامل المنتج اصلي ومطابق تماما للوصف انا راض جدا عمليه الشراء واوصي بشده بهذا البائع,استلمت المنتج بحاله ممتازه معبا جيدا ومغلفا باحكام يدل علي عنايه فائقه التعامل المنتج اصلي ومطابق تماما للوصف انا راض جدا عمليه الشراء واوصي بشده بهذا البائع,positive,0.884672999382019,pos_lex_override
Iphone 16,Apple,Abdul Q.,مايو 6 2025,صندوق ايفون دوليا جوده رديئه والختم جيدا,انا اشتري المنتج الدولي المره الاولي اشعر بعدم الرضا الظهيره ويقدمون منتجا هنديا وليس جيدا واعتقد ان المنتج مستعمل واعادوا تعبئته واعطوني وصندوق الهاتف جوده ارخص,انا اشتري المنتج الدولي المره الاولي اشعر بعدم الرضا الظهيره ويقدمون منتجا هنديا وليس جيدا واعتقد ان المنتج مستعمل واعادوا تعبئته واعطوني وصندوق الهاتف جوده ارخص,neutral,0.5520563125610352,none
Galaxy A16 Space Ram,Samsung,علي س.,يونيو 16 2025,اعجبني كثير وماتحس ان سعره خيالي سعره مناسب جدا وحلوه مواصفاته كثير والجهاز اصلي,انصح بشراء سامسنج,انصح بشراء سامسنج,positive,0.85,short_pos_override|pos_lex_override
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,مايو 29 2025,تم اتلاف الشاشه,خلال سته اشهر تضررت شاشه الهاتف انا مصدوم جدا,خلال سته اشهر تضررت شاشه الهاتف انا مصدوم جدا,negative,0.9849830269813538,none
Iphone 16,Apple,Harni P.,نوفمبر 2 2024,الهاتف الاصلي والجديد,لقد كنت اقلل تقديري للشراء عبر الانترنت للمره الاولي ولكنني وصلت الهاتف جديدا وكما موضح الشيء الوحيد ادهشني التغليف ياتي غلاف فقاعي متوقعا صندوق لمزيد الامان الهاتف وصل بامان ولم يلحق اي ضرر شكرا,لقد كنت اقلل تقديري للشراء عبر الانترنت للمره الاولي ولكنني وصلت الهاتف جديدا وكما موضح الشيء الوحيد ادهشني التغليف ياتي غلاف فقاعي متوقعا صندوق لمزيد الامان الهاتف وصل بامان ولم يلحق اي ضرر شكرا,neutral,0.5159777402877808,none
Galaxy A16 Space Ram,Samsung,Anonymous,أغسطس 25 2025,اخبار المشتري بان السماعه مكان الشحن,اعجبني شيء جميل الا موضوع مكان السماعه صراحه,اعجبني شيء جميل الا موضوع مكان السماعه صراحه,positive,0.9058929085731506,pos_lex_override
Iphone 16,Apple,Satish N.,يونيو 13 2025,نسخته الهنديه واعيد اغلاقه,يرجي عدم شراء المنتج فهو اصدار هندي وليس دولي والجهاز مغلف جوده العلبه رديئه وليست اصليه يسمح لهذا البائع ببيع المنتجات المطالبه بارجاعها,يرجي عدم شراء المنتج فهو اصدار هندي وليس دولي والجهاز مغلف جوده العلبه رديئه وليست اصليه يسمح لهذا البائع ببيع المنتجات المطالبه بارجاعها,negative,0.85,mixed_pref_negative
Galaxy A16 Space Ram,Samsung,Anonymous,مارس 18 2025,جيد,جميل جيد,جميل جيد,positive,0.9530473947525024,pos_lex_override
Galaxy A16 Space Ram,Samsung,سعيد السيد سعيد ا.,يوليو 22 2025,سامسونج,الحاجه الصوره بظبط لاكن لايوجد اي مشتملات اخري العلبه الواصله الشحن فقط,الحاجه الصوره بظبط لاكن لايوجد اي مشتملات اخري العلبه الواصله الشحن فقط,neutral,0.9248842597007751,none
Galaxy A16 Space Ram,Samsung,Md S.,مايو 31 2025,منتج جيد,,nan,neutral,0.7155575156211853,none
Galaxy A16 Space Ram,Samsung,ذياب محمد ا.,يوليو 10 2025,بطل يكفي انه سامسونج,شي مثالي بمنتجات سامسونج نصيحه لاتتعدونه رووووووعه حجمه وضوحه,شي مثالي بمنتجات سامسونج نصيحه لاتتعدونه رووووووعه حجمه وضوحه,positive,0.8441969752311707,none
Galaxy A16 Space Ram,Samsung,احمد ابراهيم محمد ش.,مارس 1 2025,عدم وجود شاحن الهاتف,لايوجد شاحن الهاتف يوجد فقط وصله تايب سي الطرفين ودبوس استخراج الشريحه فقط,لايوجد شاحن الهاتف يوجد فقط وصله تايب سي الطرفين ودبوس استخراج الشريحه فقط,neutral,0.966926097869873,none
Galaxy A16 Space Ram,Samsung,Aysha A.,أغسطس 9 2025,منتج اصلي,الموبايل اصلي مغلف فاق توقعاتي ان سعره الافضل السوق شكرا,الموبايل اصلي مغلف فاق توقعاتي ان سعره الافضل السوق شكرا,positive,0.954961359500885,pos_lex_override
Galaxy S24 Ultra Titanium Ram,Samsung,Saqib W.,أغسطس 7 2025,هاتف مذهل,هاتف رائع احبه مواصفاته ممتازه ومميزه وانصح بشده,هاتف رائع احبه مواصفاته ممتازه ومميزه وانصح بشده,positive,0.9744617342948914,pos_lex_override
Iphone 16,Apple,Soulef E.,أكتوبر 10 2025,لقد تم اغلاق الهاتف للتو الاسبوع الثاني الاستخدام,شيء علي يرام حتي تم اغلاق الهاتف فجاه ولم اتمكن شحنه ولم اتمكن تشغيله واود الحصول علي مزيد المساعده بشان شكواي ان الهاتف مغلق الان,شيء علي يرام حتي تم اغلاق الهاتف فجاه ولم اتمكن شحنه ولم اتمكن تشغيله واود الحصول علي مزيد المساعده بشان شكواي ان الهاتف مغلق الان,negative,0.8804502487182617,none
Galaxy A16 Space Ram,Samsung,AHMED  S.,أبريل 13 2025,تم الفحص المنتج اصلي,شكرا لمصداقيه والبائع المنتج اصلي وكما الوصف صلني نسخه فيتنام,شكرا لمصداقيه والبائع المنتج اصلي وكما الوصف صلني نسخه فيتنام,positive,0.9617784023284912,pos_lex_override
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 23 2025,جيد,جهاز ممتاز للطلاب او الاستخدام البسيط مش مخصص للالعاب الثقيله لكنه بيادي الغرض وزياده,جهاز ممتاز للطلاب او الاستخدام البسيط مش مخصص للالعاب الثقيله لكنه بيادي الغرض وزياده,positive,0.851356565952301,pos_lex_override
Galaxy S24 Ultra Titanium Ram,Samsung,SYED ZAKIR HUSSAIN S.,يونيو 14 2025,جوال مستعمل شهرين,اشتريت هاتفا محمولا مقابل درهما اماراتيا لكنني تلقيت هاتفا محمولا مفعلا عمره شهرين,اشتريت هاتفا محمولا مقابل درهما اماراتيا لكنني تلقيت هاتفا محمولا مفعلا عمره شهرين,neutral,0.9132170081138611,none
Galaxy A16 Space Ram,Samsung,Mohamed M.,يونيو 9 2025,شكرا جدا وفاليو عرض ممتاز فاليو شهر,شكرا جدا وفاليو عرض ممتاز فاليو شهر,شكرا جدا وفاليو عرض ممتاز فاليو شهر,positive,0.9884418845176697,pos_lex_override
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,مايو 7 2025,الجوال جديدا,اين ترسل عبوات الهاتف المحمول المعاد تدويرها والتي جديده فقط علي الهاتف المحمول,اين ترسل عبوات الهاتف المحمول المعاد تدويرها والتي جديده فقط علي الهاتف المحمول,neutral,0.9851422905921936,none
Iphone 16,Apple,Anonymous,مايو 16 2025,شراء جيد,عمر الهاتف شهرين فقط تاريخ الصنع لذا يكن قديما او شابه ان علبه ابل كانت مخدوشه ومتسخه الشيء الهاتف يعمل بشكل جيد ينبغي علبته مغلقه شيء علي يرام,عمر الهاتف شهرين فقط تاريخ الصنع لذا يكن قديما او شابه ان علبه ابل كانت مخدوشه ومتسخه الشيء الهاتف يعمل بشكل جيد ينبغي علبته مغلقه شيء علي يرام,neutral,0.6141253113746643,none
Galaxy S24 Ultra Titanium Ram,Samsung,Ryan Christian L.,مارس 4 2025,جيد وشرعي,لقد قمت بالتحقق شرعيه الهاتف شرعي بنسبه والهاتف جيد جدا,لقد قمت بالتحقق شرعيه الهاتف شرعي بنسبه والهاتف جيد جدا,positive,0.7700004577636719,none
Galaxy S24 Ultra Titanium Ram,Samsung,Faisal R.,مارس 3 2025,اس الترا,لقد طلبت المنتج اصلي ومغلف بشكل محكم اوصي بشده,لقد طلبت المنتج اصلي ومغلف بشكل محكم اوصي بشده,positive,0.85,short_pos_override|pos_lex_override
Iphone 16,Apple,John Marvic Q.,أكتوبر 9 2025,قانوني,بناء علي ملاحظات العملاء تاكدت فورا الرقم التسلسلي للهاتف استلامه يزال الجهاز مفعل يؤكد اصالته وحالته الجديده,بناء علي ملاحظات العملاء تاكدت فورا الرقم التسلسلي للهاتف استلامه يزال الجهاز مفعل يؤكد اصالته وحالته الجديده,neutral,0.8620274662971497,none
Iphone 16,Apple,Vijesh D.,مايو 6 2025,تشتري الهاتف الموقع,لقد استلمت المنتج منكم للاسف يبدو انه مقلد يظهر اي غطاء يشير بوضوح الي انه يكون اصليا,لقد استلمت المنتج منكم للاسف يبدو انه مقلد يظهر اي غطاء يشير بوضوح الي انه يكون اصليا,negative,0.675824761390686,none
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أكتوبر 1 2024,تحقق المراجعه البائع,انا سعيد لانني حصلت علي الهاتف المحمول الاصلي اشكر متجر علي هاتفي المحمول احبه,انا سعيد لانني حصلت علي الهاتف المحمول الاصلي اشكر متجر علي هاتفي المحمول احبه,positive,0.9904327392578125,pos_lex_override
Iphone 16,Apple,Tems K.,سبتمبر 15 2025,الهاتف يعمل بشكل جيد,اشتريت الهاتف شهرين تقريبا يسخن وينطفئ استطيع استخدامه حتي فهو ينطفئ ارجو اعادته يزال الضمان,اشتريت الهاتف شهرين تقريبا يسخن وينطفئ استطيع استخدامه حتي فهو ينطفئ ارجو اعادته يزال الضمان,negative,0.9,neg_lex_override
Galaxy S24 Ultra Titanium Ram,Samsung,Mar V.,أغسطس 19 2025,النسخه العالميه الاصليه والحقيقيه صنع فيتنام,شيء جيد,شيء جيد,positive,0.8594380617141724,none
Iphone 16,Apple,Althaf S.,نوفمبر 25 2024,منتج جيد,لقد استلمت الهاتف اليوم بحاله ممتازه لقد اشتريته خلال تخفيضات الجمعه الصفراء بافضل سعر ممكن السوق المنتج اصلي تماما كنت ستشتريه المتجر الضمان,لقد استلمت الهاتف اليوم بحاله ممتازه لقد اشتريته خلال تخفيضات الجمعه الصفراء بافضل سعر ممكن السوق المنتج اصلي تماما كنت ستشتريه المتجر الضمان,positive,0.8557246327400208,pos_lex_override
Galaxy A16 Space Ram,Samsung,Anonymous,مارس 4 2025,ياتي شاحن كعاده شركه سامسونغ,اعجبني الجوال الا انه ياتي شاحن سماعات استيكر,اعجبني الجوال الا انه ياتي شاحن سماعات استيكر,positive,0.9467118382453918,none
Galaxy S24 Ultra Titanium Ram,Samsung,Shafiul Islam M.,أغسطس 10 2025,منتج جيد,الشحن ممتاز ايضا المنتج سليم الهاتف يعمل بشكل جيد توجد اي مشكله,الشحن ممتاز ايضا المنتج سليم الهاتف يعمل بشكل جيد توجد اي مشكله,positive,0.75,short_pos_override|mixed_positive_margin
Iphone 16,Apple,Anonymous,مايو 6 2025,انتهت التغطيه,اثناء التحقق دعم وفقا للرقم التسلسلي المذكور المربع يوضح انتهاء صلاحيه التغطيه وخيار الخدمه المذكور يتم تقديم خدمه واصلاح مدفوعه دعم الهاتف,اثناء التحقق دعم وفقا للرقم التسلسلي المذكور المربع يوضح انتهاء صلاحيه التغطيه وخيار الخدمه المذكور يتم تقديم خدمه واصلاح مدفوعه دعم الهاتف,neutral,0.9838040471076965,none
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 9 2025,الشحن البطيء عيبه الرئيسي,البطاريه تاخد وقت طويل عشان تشحن خاصه تستخدم الشحن العادي,البطاريه تاخد وقت طويل عشان تشحن خاصه تستخدم الشحن العادي,neutral,0.9055905938148499,none
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أبريل 16 2025,سامسونج جالكسي اس الترا,المنتج جيد للاسف استخدم اصدار الشرق الاوسط استخدمه الهند,المنتج جيد للاسف استخدم اصدار الشرق الاوسط استخدمه الهند,neutral,0.577268660068512,none
Iphone 16,Apple,NAVEEN  E.,أكتوبر 10 2025,كنت متوترا الشيء لكنني راض تماما المنتج,المنتج اصلي العبوه بحاله جيده ضمان توجد اي مشكله,المنتج اصلي العبوه بحاله جيده ضمان توجد اي مشكله,negative,0.905214250087738,short_pos_override|mixed_pref_negative
Galaxy S24 Ultra Titanium Ram,Samsung,Sohail K.,يناير 26 2025,افضل الاسعار الظهيره,لقد طلبت هاتف واستلمت الهاتف الاصلي توجد اي مشكله الهاتف المحمول,لقد طلبت هاتف واستلمت الهاتف الاصلي توجد اي مشكله الهاتف المحمول,negative,0.85,short_pos_override|mixed_pref_negative
Iphone 16,Apple,Abdul Q.,أغسطس 14 2025,مدهش المنتج السعودي الاصلي,جوال ابل الاصلي انا سعيد جدا والعلامه الاصليه الامان انه امر مهم جدا شكرا,جوال ابل الاصلي انا سعيد جدا والعلامه الاصليه الامان انه امر مهم جدا شكرا,positive,0.9768753051757812,pos_lex_override
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 13 2025,الجهاز شغال تمام,الجهاز شغال تمام يحمي شوي استخدمته لفتره طويله خصوصا الالعاب,الجهاز شغال تمام يحمي شوي استخدمته لفتره طويله خصوصا الالعاب,positive,0.8632655739784241,none
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 13 2025,البطاريه كويسه,البطاريه كويسه استخدمتها بشكل مكثف تحتاج تشحنها مره ثانيه خلال اليوم,البطاريه كويسه استخدمتها بشكل مكثف تحتاج تشحنها مره ثانيه خلال اليوم,positive,0.85,short_pos_override|pos_lex_override
Galaxy A16 Space Ram,Samsung,Anonymous,مايو 15 2025,يوجد جراب شاحن فقط كيبل الشحن,جوال جيد الاستخدام بدون ملحقات فقط كيبل الشحن,جوال جيد الاستخدام بدون ملحقات فقط كيبل الشحن,neutral,0.6454170346260071,none
Iphone 16,Apple,Zulqarnain H.,يونيو 19 2025,جوال مستعمل,لقد طلبت هاتف ايفون جديدا ايام ولكنهم ارسلوا هاتف ايفون مستعملا لقد دفعت اموالا مقابل هاتف ايفون جديد ولكنهم ارسلوا هاتفا مستعملا وقاموا بتغليفه بانفسهم,لقد طلبت هاتف ايفون جديدا ايام ولكنهم ارسلوا هاتف ايفون مستعملا لقد دفعت اموالا مقابل هاتف ايفون جديد ولكنهم ارسلوا هاتفا مستعملا وقاموا بتغليفه بانفسهم,neutral,0.8914767503738403,none
Iphone 16,Apple,Mughal M.,يناير 25 2025,ايفون جيجا,يسعدني ان اشارك تجربتي المورد زودني بالعنصر الاصلي لجهاز وبسعر جيد مقارنه بسعر السوق,يسعدني ان اشارك تجربتي المورد زودني بالعنصر الاصلي لجهاز وبسعر جيد مقارنه بسعر السوق,positive,0.8835933208465576,pos_lex_override
Galaxy S24 Ultra Titanium Ram,Samsung,Dave S.,فبراير 21 2025,هاتف ذكي رائع,هاتف ذكي رائع واجهه مستخدم فائقه السلاسه وكاميرا رائعه وهاتف متكامل اصدار خاص بالامارات العربيه المتحده,هاتف ذكي رائع واجهه مستخدم فائقه السلاسه وكاميرا رائعه وهاتف متكامل اصدار خاص بالامارات العربيه المتحده,positive,0.9002521634101868,pos_lex_override
Iphone 16,Apple,Anonymous,سبتمبر 19 2025,البطاريه تموت بسرعه كبيره,يتصرف بشكل طبيعي احيانا وجدت حسابا وقد انشا حساب واتساب تلقائيا موافقتي,يتصرف بشكل طبيعي احيانا وجدت حسابا وقد انشا حساب واتساب تلقائيا موافقتي,neutral,0.6396241188049316,none
Iphone 16,Apple,Joanne G.,يونيو 24 2025,ايفون جديد تماما واصلي,اذا كنت تريد شراء فهذا انا احبه شكرا علي الشراء عبر الانترنت لقد اذهلتني,اذا كنت تريد شراء فهذا انا احبه شكرا علي الشراء عبر الانترنت لقد اذهلتني,positive,0.9703792333602905,none
Galaxy S24 Ultra Titanium Ram,Samsung,Rahman A.,يونيو 29 2025,الانتاج الاصلي,اعداد هاتفي اشعر انه هاتف رائع,اعداد هاتفي اشعر انه هاتف رائع,positive,0.9681528806686401,pos_lex_override
Galaxy S24 Ultra Titanium Ram,Samsung,Irfan T.,يناير 22 2025,مفضل,هاتف مذهل وافضل شيء التصميم والشاشه تصميم الزاويه الرائعه,هاتف مذهل وافضل شيء التصميم والشاشه تصميم الزاويه الرائعه,positive,0.9804909825325012,pos_lex_override
Iphone 16,Apple,Khalid J.,سبتمبر 14 2025,شكرا ظهرا,خدمه ممتازه استلمت هاتفي ايفون جديدا تماما وحزمته ممتازه وصل منزلي اقل خمسه ايام شكرا,خدمه ممتازه استلمت هاتفي ايفون جديدا تماما وحزمته ممتازه وصل منزلي اقل خمسه ايام شكرا,positive,0.9394179582595825,pos_lex_override
Galaxy S24 Ultra Titanium Ram,Samsung,Ilyas K.,يونيو 10 2025,غطاء الهاتف تالف,غطاء الهاتف تالف تحقق الصوره يرجي استبداله شكرا,غطاء الهاتف تالف تحقق الصوره يرجي استبداله شكرا,negative,0.9,neg_lex_override
Galaxy S24 Ultra Titanium Ram,Samsung,Islam S.,يوليو 10 2024,الهاتف اصلي وسعره جيد,هاتف رائع شيء جيدا بدون كابل الشاحن فقط,هاتف رائع شيء جيدا بدون كابل الشاحن فقط,positive,0.85,pos_lex_override
Iphone 16,Apple,Dev D.,نوفمبر 9 2024,انه ممتاز المظهر والتغليف ايضا يجب السؤال وقت التسليم وتحديده الظهيره,منتج رائع يجب ان يوفر موقع الظهيره خيارا لوقت التسليم,منتج رائع يجب ان يوفر موقع الظهيره خيارا لوقت التسليم,positive,0.85,pos_lex_override
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يناير 4 2025,لقد اعجبني الهاتف شيء جيد انا سعيد لانني اشتريته,انا سعيد جدا لانني حصلت اثناء البيع,انا سعيد جدا لانني حصلت اثناء البيع,positive,0.9284820556640625,none
Galaxy S24 Ultra Titanium Ram,Samsung,Siraj A.,نوفمبر 3 2024,الهاتف رائع جدا جدا اصلي,كلمه واحده فقط اشتري بعيون عمياء هاتف سوبر اصلي,كلمه واحده فقط اشتري بعيون عمياء هاتف سوبر اصلي,positive,0.85,short_pos_override|pos_lex_override
Galaxy A16 Space Ram,Samsung,Anonymous,سبتمبر 2 2025,يبدو انه جديد او مقلد,سيء جدا يعمل ببطء شديد كميرا التطبيقات تعمل بشكل تلقائي,سيء جدا يعمل ببطء شديد كميرا التطبيقات تعمل بشكل تلقائي,negative,0.9881701469421387,none
Galaxy S24 Ultra Titanium Ram,Samsung,Nowfal A.,مارس 16 2024,كاميرات رهيبه,احببت اللقطات تخرج الهاتف الشاشه علي مستوي اخر وميزات الذكاء الاصطناعي مفيده,احببت اللقطات تخرج الهاتف الشاشه علي مستوي اخر وميزات الذكاء الاصطناعي مفيده,positive,0.9090553522109985,none
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 23 2025,الجهاز,البدايه شغال كويس اول تحديث النظام بقي ابطا دعم الشركه مش واضح,البدايه شغال كويس اول تحديث النظام بقي ابطا دعم الشركه مش واضح,negative,0.9225745797157288,none
Galaxy S24 Ultra Titanium Ram,Samsung,Shakil A.,أكتوبر 25 2024,اس الترا,اشتري انه هاتف اصلي صنع فيتنام الوصف اوصي بنسبه,اشتري انه هاتف اصلي صنع فيتنام الوصف اوصي بنسبه,positive,0.85,short_pos_override|pos_lex_override
Galaxy A16 Space Ram,Samsung,MOHAMMAD A.,أكتوبر 9 2025,الجوال مغلف يكون مستعمل,الجوال مغلف العلبه مفتوحه يكون مستعمل,الجوال مغلف العلبه مفتوحه يكون مستعمل,neutral,0.7980852723121643,none
Galaxy S24 Ultra Titanium Ram,Samsung,Bilal B.,أغسطس 28 2025,فضلك ارجع اموالي,الهاتف المحمول اصليا يرجي ارجاع اموالي,الهاتف المحمول اصليا يرجي ارجاع اموالي,negative,0.8570556640625,short_pos_override|mixed_pref_negative
Galaxy A16 Space Ram,Samsung,Zain F.,يوليو 28 2025,جوده الجوال جيده ووزنه خفيفه بطاريته كويسه,جوده الجوال جيده ووزنه خفيفه بطاريته كويسه,جوده الجوال جيده ووزنه خفيفه بطاريته كويسه,positive,0.85,short_pos_override|pos_lex_override
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يناير 21 2025,الترا,كانت تجربتي جيده جدا للحصول علي هاتف الجديد وكان السعر معقولا جدا,كانت تجربتي جيده جدا للحصول علي هاتف الجديد وكان السعر معقولا جدا,positive,0.9719187021255493,none
Galaxy A16 Space Ram,Samsung,Billal  H.,مايو 25 2025,,جميل المظهر,جميل المظهر,positive,0.9391468167304993,pos_lex_override
Iphone 16,Apple,Anonymous,يوليو 3 2025,لتغيير الترتيب,لقد طلبت خيارا خاطئا لذا علي اعادته لاخذ النوع المصنع المملكه المتحده او الصين,لقد طلبت خيارا خاطئا لذا علي اعادته لاخذ النوع المصنع المملكه المتحده او الصين,negative,0.8786672353744507,none
Galaxy A16 Space Ram,Samsung,شكيب ا.,مارس 15 2025,حلو سعره يستاهل بصراحه,الجوال بصراحه حلو البطاريه تطوال يوم كامل وسلس الاستخدام,الجوال بصراحه حلو البطاريه تطوال يوم كامل وسلس الاستخدام,positive,0.9754512906074524,pos_lex_override
Iphone 16,Apple,Fritzi O.,فبراير 21 2025,,ساقوم بتحديث مراجعتي لان شيء جيد ويعمل شهر الان يعد يشحن,ساقوم بتحديث مراجعتي لان شيء جيد ويعمل شهر الان يعد يشحن,neutral,0.8758547902107239,none
Galaxy A16 Space Ram,Samsung,Anonymous,أغسطس 15 2025,المشكله انا طالب والي وصل,المنتج المطلوب الي وصل وليس,المنتج المطلوب الي وصل وليس,neutral,0.7147127985954285,none
Iphone 16,Apple,Anonymous,مارس 15 2025,ايفون يعمل الهند,انه اصلي اريد فقط ان اعرف ان النسخه الدوليه الولايات المتحده ستعمل الهند,انه اصلي اريد فقط ان اعرف ان النسخه الدوليه الولايات المتحده ستعمل الهند,positive,0.85,pos_lex_override
Iphone 16,Apple,Mehman G.,مايو 7 2025,تشتري البائع اي شيء,لقد استلمت طلبي بحاله سيئه تغلف شركه ابل هواتفها بهذه الطريقه ابدا,لقد استلمت طلبي بحاله سيئه تغلف شركه ابل هواتفها بهذه الطريقه ابدا,negative,0.9,neg_lex_override
Galaxy A16 Space Ram,Samsung,Anonymous,أغسطس 23 2025,البحرين,كاول طلب تعامل ممتاز وصل المنتج بشكل ممتاز وهاتف جيد علي المبلغ,كاول طلب تعامل ممتاز وصل المنتج بشكل ممتاز وهاتف جيد علي المبلغ,positive,0.9404628872871399,pos_lex_override
Iphone 16,Apple,Umair R.,مارس 27 2025,صفقه رائعه احبها وكل شيء سلس,شيء اصلي وجيد داعي للقلق اشتر النسخه الدوليه,شيء اصلي وجيد داعي للقلق اشتر النسخه الدوليه,positive,0.85,short_pos_override|pos_lex_override
Galaxy A16 Space Ram,Samsung,كليب ب.,أبريل 5 2025,نوع الجوال يوجد نوعان الاول فيتنامي والثاني هندي,تم وصول النوع الفيتنامي الاصلي شكرا,تم وصول النوع الفيتنامي الاصلي شكرا,positive,0.85,short_pos_override|pos_lex_override
Iphone 16,Apple,Anonymous,سبتمبر 22 2025,شيء علي يرام شيء رائع شكرا,شيء علي يرام شيء رائع شكرا,شيء علي يرام شيء رائع شكرا,positive,0.9876748323440552,pos_lex_override
Iphone 16,Apple,Ahmad A.,أغسطس 17 2025,ممتاز,طلبت الهاتف واستلمته اسبوعين تجربه رائعه كعادتي ابل,طلبت الهاتف واستلمته اسبوعين تجربه رائعه كعادتي ابل,positive,0.98663330078125,pos_lex_override
Galaxy S24 Ultra Titanium Ram,Samsung,Althaf P.,مايو 17 2024,رائع,باستثناء فان محفظه مدعومه علي الجهاز يقولون قفل اقليمي,باستثناء فان محفظه مدعومه علي الجهاز يقولون قفل اقليمي,neutral,0.8348183631896973,none
Galaxy S24 Ultra Titanium Ram,Samsung,Belal E.,مارس 23 2024,موبايل ممتاز,العبوه مثاليه وكل شيء علي يرام اصدار شكرا للبائع,العبوه مثاليه وكل شيء علي يرام اصدار شكرا للبائع,positive,0.936772882938385,none
Iphone 16,Apple,نجلاء ا.,يونيو 27 2025,خلل الصوت وضع الهاتف علي الاذن ضعيف جدا,عندما تم استخدامه للاتصال لاول مره اصبح الصوت ضعيفا واستمر بذلك رغم تغيير الاعدادات لحد الصوت الي المكبر مافي مشكله بدون المكبر الصوت حدا ضعيف تم التواصل خدمه العملاء للشكوي اول يوم وطلبو صور للمنتج واثبات تم ارسال الصور الاثبات لااستطيع لانه الضعف الصوت وضع الموبايل علي الاذن فكيف اثبتها الرجاء ارسال مندوب لاستلام الجهاز والتاكد صحه كلامي انا زبونتكم وهذه المره المزيد الخامسه اللي اشتري موبايل منكم لقد تضررت نفسيا تم اعاده ضبط المصنع ووضعه الكرتون حتي سلك الشاحن يستخدم لاارغب الاستبدال وارغب استرداد المبلغ,عندما تم استخدامه للاتصال لاول مره اصبح الصوت ضعيفا واستمر بذلك رغم تغيير الاعدادات لحد الصوت الي المكبر مافي مشكله بدون المكبر الصوت حدا ضعيف تم التواصل خدمه العملاء للشكوي اول يوم وطلبو صور للمنتج واثبات تم ارسال الصور الاثبات لااستطيع لانه الضعف الصوت وضع الموبايل علي الاذن فكيف اثبتها الرجاء ارسال مندوب لاستلام الجهاز والتاكد صحه كلامي انا زبونتكم وهذه المره المزيد الخامسه اللي اشتري موبايل منكم لقد تضررت نفسيا تم اعاده ضبط المصنع ووضعه الكرتون حتي سلك الشاحن يستخدم لاارغب الاستبدال وارغب استرداد المبلغ,negative,0.9251857399940491,neg_lex_override
Galaxy S24 Ultra Titanium Ram,Samsung,Andro P.,فبراير 4 2025,المنتج الاصلي,لقد قمت بفحص رقم الخاص بالجهاز ووجدت انه يتطابق رقم الموجود علي العلبه لقد احببته,لقد قمت بفحص رقم الخاص بالجهاز ووجدت انه يتطابق رقم الموجود علي العلبه لقد احببته,positive,0.8837974071502686,none
Iphone 16,Apple,Anonymous,أبريل 10 2025,منتج رائع موعد التسليم ساشتري المزيد واقترح علي الاصدقاء الشراء وقت الظهيره فقط,كره,كره,neutral,0.529043436050415,none
