Clean_Product_Name,Brand,Customer_Name,Review_Date,clean_title,clean_description,Sentiment,Sentiment_confidence
Galaxy S24 Ultra Titanium Ram,Samsung,MD N.,أغسطس 8 2025,العنصر النشط مسبقا,اعطني هاتفا مستعملا عندما اطلب هاتف,neutral,0.7787030339241028
Galaxy S24 Ultra Titanium Ram,Samsung,SANTHOSH S.,مايو 6 2024,سامسونج جالاكسي اس الترا,جميل جدا جيد سامسونج وصل الموبايل الاصلي مذكور الموقع,positive,0.9597712755203247
Galaxy A16 Space Ram,Samsung,اسماعيل ا.,أغسطس 29 2025,سعره كويس وتليفون راءع,كويس الي حدا سعره اقتصادي وتليفون يدعم البرامج كويس,neutral,0.5678151249885559
Galaxy A16 Space Ram,Samsung,ريم  ب.,أبريل 25 2025,بكتب التعليق بالجوال نفسو,مرره رههييببب كنت خايفه لانو رام والله مررره جييددد,positive,0.9631901383399963
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أبريل 24 2025,جميل,رائع اقترح المنتج انه رائع وسهل الاستخدام شكرا ظهري,positive,0.946739912033081
Iphone 16,Apple,Anonymous,سبتمبر 24 2024,الاصلي,مدهش وبالنسبه افضل لون والتغليف رائعا ومختوما بلفائف بلاستيكيه والتسليم اليوم,positive,0.7586345076560974
Galaxy A16 Space Ram,Samsung,Sanduni N.,يونيو 21 2025,,اشياء جيده,neutral,0.5652259588241577
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أبريل 23 2024,راضي,جوده ممتازه اداء سلس يستحق المال تحديث البرامج لمده تصل الي سنوات,positive,0.9104978442192078
Iphone 16,Apple,Waseem A.,يوليو 28 2025,اصلي,هاتف رائع اصلي تم فحصه علي موقع ابل توصيل سريع شكرا للبائع,positive,0.9651907682418823
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 13 2025,الجهاز مستق,الجهاز مستقر اي مشاكل التحديثات التطبيقات تشتغل بدون مشاكل,neutral,0.5583367347717285
Galaxy S24 Ultra Titanium Ram,Samsung,Faiz A.,مارس 9 2025,هاتف فائق الجوده,الهاتف هاتف احلامي وانا سعيد بطلباتي يدي,positive,0.73316890001297
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 13 2025,الكاميرا حلوه,الكاميرا حلوه تعطيك صور واضحه وواقعيه خصوصا كانت الاضاءه كويسه,positive,0.9299023151397705
Galaxy S24 Ultra Titanium Ram,Samsung,John Paulo N.,فبراير 8 2025,تسليم سريع والمنتج جيد,المنتج رائعا واصليا صنع فيتنام شريحتا اتصال ماديتان,positive,0.9622167944908142
Iphone 16,Apple,Mohammad  J.,يونيو 2 2025,ايفون هندي,عالمي تم تصنيعه الهند لذا فان الايفون الهندي جيدا مقارنته بدول اخري,positive,0.9847442507743835
Galaxy S24 Ultra Titanium Ram,Samsung,Muhammed K.,أبريل 19 2025,ايجابي,سيده جيده استلمتها الوقت المحدد تسليم سريع اصلي احبه,positive,0.9876381158828735
Galaxy A16 Space Ram,Samsung,عمارهالطاهرعماره ا.,مايو 16 2025,الجوال احادي الشريحه,التوصيل سريع العيب الحوال احادي الشريحه وليس ثانئي الشريحه,neutral,0.9251610040664673
Galaxy A16 Space Ram,Samsung,Anonymous,أبريل 7 2025,جيبو شاشه ضد الكسر,احضرتو الجوال بدون ضد الكسر ليش وهوو مكتووب بيجي معه شااشه ضد الكسر,negative,0.7306109070777893
Iphone 16,Apple,Maria Kristine V.,أكتوبر 3 2024,جيد واصلي,شراء سريع فقط لاكون راضيا كمحب للون الوردي واكمل مجموعتي الورديه,positive,0.8157959580421448
Iphone 16,Apple,Anonymous,ديسمبر 7 2024,المنتج جيد وانا سعيد جدا برؤيه المنتج فتره الظهيره شكرا جزيلا,جيد,positive,0.8054417967796326
Galaxy A16 Space Ram,Samsung,جوزاء ا.,يوليو 16 2025,روعه جدا روعه روعه جدا يهبل خيال الخيال,روعه جدا روعه روعه جدا يهبل خيال الخيال,positive,0.9094122052192688
Iphone 16,Apple,Anonymous,أبريل 6 2025,انا احب اللون,استخدم هاتفي الان اسبوع ويومين ولم اواجه اي مشكله علي الاطلاق شكرا,neutral,0.5422477722167969
Iphone 16,Apple,Adnan N.,أغسطس 20 2025,ايفون مذهل,الجوال رائع واصلي فعلا اخترت النسخه المخصصه للشرق الاوسط,positive,0.979136049747467
Iphone 16,Apple,Anonymous,يوليو 8 2025,الهاتف المحمول يعمل,لمس الاعداد يعمل شيء وتوقف الهاتف العمل,neutral,0.5622740387916565
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 24 2025,دوما منتجاتكم جميله,دي المره التالته اشتري الجوال مره كويس لاتترددوا تاخدوه,neutral,0.7592309713363647
Galaxy S24 Ultra Titanium Ram,Samsung,Nisar A.,أكتوبر 11 2024,افضل هاتف,مليء بميزات الذكاء الاصطناعي المذهله جوده الكاميرا الاداء السريع,positive,0.9797701835632324
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,سبتمبر 19 2025,الترا,هاتف جلاكسي جميل جدا واصلي شكرا جزيلا,positive,0.9903740882873535
Galaxy S24 Ultra Titanium Ram,Samsung,Awais K.,أكتوبر 12 2024,سامسونج اس الترا,منتج رائع منتج رائع اوصي بشرائه,positive,0.7428849935531616
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,مارس 7 2025,سعيد جدا جدا الهاتف جيد,موبايل قوي جدا وكاميرا ممتازه زووم,positive,0.9145640134811401
Iphone 16,Apple,Lasith  I.,يونيو 3 2025,ايفون,ممتاز شكرا ظهيره خدمه ممتازه وتوصيل سريع المنتج مطابق للوصف,positive,0.9469937682151794
Galaxy A16 Space Ram,Samsung,Omnia E.,مارس 28 2025,الهاتف تم ارجاعه لان مشكله الاتصال بالشبكه,استطيع تشغيل الخاتم جود عطل,negative,0.6247435808181763
Galaxy A16 Space Ram,Samsung,Anonymous,مايو 27 2025,لماذا توجد سماعت اذن وراس للشحن,توجد اي اغراد معا الجوال او ضمان ذالك,neutral,0.8714853525161743
Galaxy S24 Ultra Titanium Ram,Samsung,Revilou T.,يوليو 25 2024,القطع الاصليه مختومه جيدا ويتم التسليم بسرعه,المنتج اصلي موصي بشده,positive,0.6049190163612366
Iphone 16,Apple,Anonymous,يونيو 27 2025,منتج اصلي وهاتف بجوده عاليه جدا,منتج اصلي وهاتف بجوده عاليه جدا,positive,0.6754078269004822
Galaxy A16 Space Ram,Samsung,Yousef H.,سبتمبر 10 2025,اكسسوارات,عدم وجود اسكرينه وشاحن وجراب شفاف يوجد المنتجات الاخري,neutral,0.8958494663238525
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يوليو 10 2025,منتج جيد,يستحق الشراء وصل بحاله ممتازه شكرا للبائع ونون,positive,0.9640617370605469
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 9 2025,ينفع للالعاب الثقيله,جربت العب العاب ببجي الجهاز يسخن ويعلق شوي,neutral,0.5457296371459961
Iphone 16,Apple,Anonymous,فبراير 5 2025,معامله سريعه,اود شراء لاختي عملي وجوده الكاميرا رائعه للغايه,positive,0.963621199131012
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أكتوبر 19 2024,رائع,الموبايل ممتاز جدا وبطاريه الموبايل ممتازه ومظهره جميل,positive,0.8796292543411255
Galaxy A16 Space Ram,Samsung,Mohamed M.,سبتمبر 23 2025,بدون اي مرفق,وصل بدون شاحن او جراب والاكسسوارات قليله العرض وعاليه السعر,neutral,0.936258852481842
Iphone 16,Apple,Anonymous,أغسطس 10 2025,انا سعيد لانني استطيع ان اندم علي الحصول انه رائع ومذهل والتسليم امن,انه فقط,positive,0.6307353973388672
Galaxy S24 Ultra Titanium Ram,Samsung,Kimjen C.,فبراير 25 2025,جميل جدا المنتج اصلي واصلي,المنتج اصلي وحقيقي,positive,0.934651792049408
Galaxy A16 Space Ram,Samsung,Tarak K.,مارس 29 2025,,شكرا ظهرا,positive,0.9167202115058899
Iphone 16,Apple,Anonymous,مارس 12 2025,ايفون سعه جيجابايت بلون ازرق سماوي فيس تايم النسخه العالميه,موصي بشده,neutral,0.5066660046577454
Galaxy S24 Ultra Titanium Ram,Samsung,Raihan H.,نوفمبر 28 2024,انه جديد تماما صندوق جديد,هاتف رائع جديد تماما التوصيل الظهيره رائع جدا,positive,0.9709272980690002
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 27 2025,ال استخدام ممتاز مواصفات ممتازه,استخدام ممتاز مواصفات ممتازه توصيل سريع,neutral,0.7016419768333435
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,مايو 2 2025,الترا,جوال مذهل اوصيت الجميع بهذا الهاتف الرائع جدا,positive,0.989490807056427
Iphone 16,Apple,Min Khant T.,يونيو 29 2025,صديقي الهاتف كثير لكنه يحبني,لانني وسيم جدا,positive,0.87876296043396
Galaxy S24 Ultra Titanium Ram,Samsung,Esmail S.,أبريل 25 2025,اسماعيل الشيخ,مرحبا اسماعيل الشيخ موبايل سامسونج جالاكسي اس الترا حالته ممتازه,neutral,0.6093729734420776
Iphone 16,Apple,Nazim H.,نوفمبر 20 2024,اعمال التنعيم,انا احبه لانه هاتف ابل لدي تجربه جيده هاتف ابل,positive,0.9945881366729736
Galaxy A16 Space Ram,Samsung,Ashwag A.,مارس 24 2025,ممتاز,والله الجهاز الي الان ماشاء الله بطل وقوي ويتحمل ماشاء الله ويارب يبقي,positive,0.9929172992706299
Galaxy A16 Space Ram,Samsung,Anonymous,يونيو 21 2025,انا طلبت جهاز بشريحتين جا شريحه واحده,الجهاز طلبت لشريحتين مو المواصفات,negative,0.8060596585273743
Galaxy A16 Space Ram,Samsung,محمد  ا.,يوليو 10 2025,ممتاز صراحه,معي ولدي يستخدمه ومحمل العاب وممتاز والكاميرا تفي بالغرض,neutral,0.517096221446991
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 9 2025,الصوت ضعيف,مكبر الصوت الخارجي مو قوي لازم تستخدم سماعات تبغي صوت واضح,negative,0.9195022583007812
Iphone 16,Apple,Hamza Z.,يونيو 12 2025,يقول العلامه التجاريه الجديده حصلت علي وانا احبه,,neutral,0.7155575752258301
Iphone 16,Apple,Anonymous,مايو 29 2025,صنع الهند جيدا,بحار سيء جدا لماذا ننتقل الي بلدنا الاصلي,negative,0.9899163842201233
Iphone 16,Apple,Anonymous,فبراير 25 2025,ايفون جيجا,سريع جدا بائع رائع احب الهاتف نفسه شكرا,positive,0.977262020111084
Iphone 16,Apple,Jasir J.,فبراير 23 2025,منتج اصلي,تم الشراء البائع نفسه وانا سعيد بالمنتج,positive,0.970436692237854
Galaxy S24 Ultra Titanium Ram,Samsung,Burhan U.,أكتوبر 10 2025,المنتجات الاصليه,المنتج اصلي صنع فيتنام,neutral,0.8504219651222229
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,فبراير 15 2025,المنتج مذهل للغايه,يوجد اقتراحات لان شيء مثالي,neutral,0.7708232998847961
Iphone 16,Apple,Dave Patrik G.,أغسطس 12 2025,تعبئه جيده للعناصر اي ضرر,توصيل سريع بفضل البائع,neutral,0.8160889744758606
Galaxy S24 Ultra Titanium Ram,Samsung,Brix C.,يناير 24 2025,سامسونج جالكسي الترا تيتانيوم رمادي,علبه مختومه اصليه راض جدا,neutral,0.8569585680961609
Iphone 16,Apple,Rowaida H.,مارس 15 2025,انه جيد واصلي وتم تسليمه الوقت المحدد,انا راض عمليه الشراء الخاصه,neutral,0.6219795346260071
Galaxy S24 Ultra Titanium Ram,Samsung,Minar A.,يناير 5 2025,هاتف رائع سامسونج الترا,انا سعيد جدا باستخدام هاتف الهاتف مذهل,positive,0.9901431798934937
Galaxy A16 Space Ram,Samsung,Kamal I.,أبريل 21 2025,بيعلق اذا فتحت الانترنت وبطي شديد بيعلق,انصحكم تشترونه بيعلق وبطي الشغل,negative,0.9841791987419128
Galaxy S24 Ultra Titanium Ram,Samsung,Saad A.,ديسمبر 9 2024,جيد جدا انه اصلي,جيد جدا موضح سعيد جدا اوصي بهذا البائع,positive,0.810655415058136
Iphone 16,Apple,Munjadier A.,أكتوبر 1 2024,منتج رائع,لقد احببته شكرا منتج شرعي هاتف شرعي,positive,0.9428178668022156
Galaxy A16 Space Ram,Samsung,بشاير ا.,أكتوبر 9 2025,جداااا سيئ ويحتر البطاريه وجوده سيئه,سيئ جدا جدا انصح الشراء,negative,0.9599025845527649
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,مارس 13 2024,المنتج,انا احب لان المتجر جيد جدا انصحك بشده بشرائه المتجر,positive,0.8949641585350037
Iphone 16,Apple,Momen N.,مايو 6 2025,شاشه متشققه,لقد فتحنا الهاتف للتو وكانت الشاشه متصدعه,negative,0.6643239259719849
Galaxy A16 Space Ram,Samsung,محمد ا.,أغسطس 2 2025,دايما سباقين للخدمه الجيده واشكركم علي ذالك,ريت تكملو ملحقات الجوال,neutral,0.5672405362129211
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يوليو 4 2025,المنتج الاصلي,جيد التغليف النسخه العالميه الاصليه,neutral,0.7006182074546814
Galaxy A16 Space Ram,Samsung,Rama S.,أبريل 13 2025,المنتج اصلي,كتير منيح حاليا اولو والبطاريه تمام وكلو تمام والله وسعرو بجنن,positive,0.9880732893943787
Galaxy S24 Ultra Titanium Ram,Samsung,Irish Norraine R.,أبريل 18 2024,شاشه مذهله قيمه رائعه مقابل المال ينصح بشده,ذاكره رائعه وشاشه وعمر بطاريه,positive,0.8741675615310669
Galaxy S24 Ultra Titanium Ram,Samsung,Faiyaz A.,يناير 5 2025,انه لطيف للغايه,اعجبني تصميمه وميزاته وجوده الكاميرا الرائعه,positive,0.9800810813903809
Galaxy S24 Ultra Titanium Ram,Samsung,Haris I.,نوفمبر 25 2024,انا راضيه,لقد تلقيت التسليم بسرعه كبيره وانا سعيد جدا بهذا الهاتف المحمول,positive,0.9628608226776123
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أغسطس 10 2024,فيري نيس سامسونج الترا انا معجب,مميزات جميله وجوده الكاميرا ممتازه,positive,0.9112809300422668
Galaxy A16 Space Ram,Samsung,Anonymous,أغسطس 25 2025,ممتاز انصح خذت لعيالي,ممتاز الاستخدام وبطاريه حقته روعه,positive,0.8823002576828003
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أبريل 17 2025,صنع فيتنام هاتف جميل,هاتف جميل انصح بشده توصيل سريع,positive,0.9558144211769104
Galaxy A16 Space Ram,Samsung,محمد ا.,سبتمبر 15 2025,حجم الذاكره الداخليه والخارجيه,جهاز جميل جدا وعملي بالمقارنه بسعره,positive,0.8148935437202454
Galaxy A16 Space Ram,Samsung,Minas E.,يونيو 21 2025,لايوجد شاحن او سماعه,الجوال مره حلو معه وصله فقط لايوجد شاحن او سماعه,positive,0.7346152067184448
Galaxy A16 Space Ram,Samsung,محمود امام م.,مايو 30 2025,لايوجد سماعه شاحن مخرج سماعه,لايوجد سماعه شاحن مخرج سماعه,neutral,0.6826096773147583
Iphone 16,Apple,Anonymous,سبتمبر 11 2025,لطيف جيد,انه رائع التغليف مغلق اصلي,positive,0.6672648191452026
Galaxy A16 Space Ram,Samsung,مروان ج.,يوليو 26 2025,شي ممتاز صراحه,اشتريت رام حقيقه جميل تشتري رام يكون عملي اكثر,positive,0.8770541548728943
Iphone 16,Apple,Anonymous,أبريل 3 2025,جوده جيده,صورها الاصليه جيده ومثاليه,neutral,0.5951334238052368
Iphone 16,Apple,Rashid K.,أبريل 20 2025,السعر شيء جيد,عمل جيد جدا والتسليم الوقت المحدد وانا سعيد,positive,0.9773155450820923
Iphone 16,Apple,Anonymous,مارس 14 2025,اي فون,هاتف اصلي مجمع الصين خفيف الوزن,neutral,0.554984450340271
Galaxy S24 Ultra Titanium Ram,Samsung,Rajesh K.,يناير 12 2025,رايناه علي الشاشه تم تقديمه انا اثق دائما,انها قطعه رائعه,positive,0.9724604487419128
Galaxy A16 Space Ram,Samsung,Omer O.,أغسطس 8 2025,سيئ جدا,طلبت نسخه شرق اوسط وصلني نسخه عالميه التقييم سيئ جدا جدا جدا,negative,0.9670857191085815
Galaxy S24 Ultra Titanium Ram,Samsung,Muzammil J.,أكتوبر 4 2024,سامسونج اس الترا الجديد,انا راض للغايه هاتفي الجديد وبسعر جيد,positive,0.9492806792259216
Galaxy A16 Space Ram,Samsung,دعاء ص.,أبريل 4 2025,يستاهل,مو اول مره اشتري اكثر مره يستاهل مره حلو للاطفال,positive,0.9912670254707336
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يونيو 7 2025,جوال جميل,انا احب هاتف سامسونج اس الترا اتش هاتف رائع جدا وكاميرا رائعه,positive,0.9912338852882385
Galaxy A16 Space Ram,Samsung,دعاء ص.,أبريل 4 2025,يستاهل,مو اول مره اشتري اكثر مره يستاهل مره حلو للاطفال,positive,0.9912670254707336
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أغسطس 19 2024,اصلي,المنتج اصلي وحقيقي موضح الاضافه انا راض تماما الحصول,neutral,0.7215988039970398
Galaxy A16 Space Ram,Samsung,MD RIFAT HUSSAIN T.,مايو 25 2025,جيد,جوده,neutral,0.6809911131858826
Galaxy S24 Ultra Titanium Ram,Samsung,Muhammad Zahid A.,ديسمبر 25 2024,التسليم الوقت المحدد,التسوق موثوق للغايه وبخصم كبير,positive,0.7718493938446045
Galaxy A16 Space Ram,Samsung,Abdullah Y.,مايو 7 2025,الجوال بدون سلك راس شاحن,وصلني الجوال بدون سلك راس شاحن ولاسماعه,neutral,0.6251543164253235
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يناير 8 2025,الجوال نسخه الشرق الاوسط للاسف يدعم,الجوال اكثر رائع للاسف الجوال نسخه الشرق الاوسط يدعم تم التواصل خدمه عملاء سامسونغ وللاسف افادوا بان الجهاز نسخه قطريه اشتريت الجهاز لرغبتي وفي استخدام سامسونغ باي حاولت ارجاعه وتم الرفض خدمه عملاء للاسف البدايه يوضحو ان الجهاز مدعوم السعوديه سامسونق باي وان الجهاز قطري مفترض ان يتم توضيحه اعتبرها غلطه ولن تتكرر المزيد باذن الله,negative,0.9738949537277222
Galaxy A16 Space Ram,Samsung,Ahmed T.,يونيو 12 2025,التليفون جي شاحن,حاجه غريبه ان التليفون جي شاحن وصله فقط,negative,0.9593585133552551
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يونيو 11 2025,انا سعيد جدا,منتج ممتاز واصلي شكرا لدعمكم,positive,0.9736095070838928
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يوليو 31 2025,,اعجبني وكل صديق اختار الظهر شراء,positive,0.6382536292076111
Iphone 16,Apple,Deepak  S.,يونيو 8 2025,المنتج جميل واصلي,شكرا ظهرا ولكل الناس,positive,0.9838790893554688
Galaxy S24 Ultra Titanium Ram,Samsung,Shadab K.,مارس 9 2025,هاتف جيد لطيف جدا سعيد جدا,هاتف جميل جوده الصوره ممتازه جدا,positive,0.9472054839134216
Iphone 16,Apple,Anonymous,فبراير 20 2025,انا احب,انا احب,positive,0.8077056407928467
Galaxy A16 Space Ram,Samsung,Mohamed A.,فبراير 7 2025,هاتف جيد انصح,معي صراحه شعرت اني نزلت لمستوي اقل لذا انصح,positive,0.8361924886703491
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أكتوبر 26 2024,البطاريه جيده الكاميرا جيده جدا جدا,البطاريه جيده والكاميرا جيده جدا جدا,positive,0.6008515357971191
Galaxy S24 Ultra Titanium Ram,Samsung,AKSHAY M.,يناير 6 2025,موضح,لقد استلمت المنتج خلال دقائق خدمه رائعه صندوق مغلق,neutral,0.5190919637680054
Galaxy A16 Space Ram,Samsung,Ismail R.,يونيو 25 2025,علي الوقت جيد جدا,جيد جدا فقط ينقصه سماعه وفيش الشاحن شكرا جدا,positive,0.8998118042945862
Galaxy S24 Ultra Titanium Ram,Samsung,Raju K.,يونيو 27 2025,لقد رائعا,وصلني الجهاز توقعت شكرا جزيلا,positive,0.7986899018287659
Iphone 16,Apple,Anonymous,أبريل 9 2025,جيد جدا,ساشتريه المره القادمه الظهر لقد اعجبني,positive,0.938179075717926
Iphone 16,Apple,Anonymous,يونيو 13 2025,بائع شرعي,بائع شرعي ساوصي بهذا بنسبه,neutral,0.5566409230232239
Galaxy A16 Space Ram,Samsung,Omer O.,يوليو 23 2025,المنتج الوصف,طلبت هاتف اصدار شرق اوسط وصلني اصدار عالمي,positive,0.6011325120925903
Iphone 16,Apple,Dilnoza R.,مايو 31 2025,كنت اتوقعه الجوده سيئه للغايه,,neutral,0.7155575752258301
Galaxy A16 Space Ram,Samsung,سحاب ا.,أغسطس 10 2025,جهاز رائع جدا,انصح جوال رخيص وممتاز جدا والحجم والسعه كبيره,neutral,0.7331492304801941
Galaxy S24 Ultra Titanium Ram,Samsung,EDI K.,ديسمبر 11 2024,الكاميرا والاداء,انا احب الجميع الذكاء الاصطناعي لطيف للغايه اداء الالعاب سريع للغايه,positive,0.9821723103523254
Galaxy S24 Ultra Titanium Ram,Samsung,MD RASEL  H.,أبريل 5 2025,انه جيد,انا احب الهاتف شكرا اعطني المنتج الاصلي,positive,0.8356507420539856
Galaxy A16 Space Ram,Samsung,Soufiane A.,مارس 30 2025,الوصق,الهاتف يستاهل صراحه غلطه شكرا للبائع علي المصداقيه,positive,0.9250368475914001
Galaxy S24 Ultra Titanium Ram,Samsung,Jeffrey R.,مايو 14 2024,خدمه جيده,منتج اصلي تغليف جيد مشكله علي الاطلاق يمكنك الوثوق بالبائع,neutral,0.7040676474571228
Iphone 16,Apple,Anonymous,مارس 18 2025,منتج اصلي وشرعي,منتج اصلي وشرعي,positive,0.8413743376731873
Iphone 16,Apple,Anonymous,فبراير 28 2025,افضل جوده التسليم والسعر,اصليه مثاليه,neutral,0.5729314684867859
Galaxy S24 Ultra Titanium Ram,Samsung,Prakash  J.,سبتمبر 4 2024,هاتف ممتاز,شيء افضل توقعت الكاميرا وعمر البطاريه ممتازان,positive,0.9409282803535461
Galaxy A16 Space Ram,Samsung,Anonymous,أغسطس 2 2025,تاكد اذا يدعم سامسونج باي,الجوال نفسه زين مايدعم سامسونج باي,neutral,0.652692437171936
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أكتوبر 19 2024,الكاميرا الاماميه لهذا الجوال سيئه للغايه,الكاميرا الاماميه سيئه للغايه سيئه للغايه سيئه للغايه,negative,0.988938570022583
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 28 2025,جميلا جدا شيء يجنن مساحه الا تصوير الا تخزين,مره يجنن,positive,0.91468346118927
Galaxy S24 Ultra Titanium Ram,Samsung,Raheel A.,مارس 22 2024,ممتاز,شكرا تم تسليم الوقت المحدد والمنتج اصلي وقد تلقيت اخترته,positive,0.8348206281661987
Galaxy S24 Ultra Titanium Ram,Samsung,Mohd M.,مارس 17 2024,منتج اصلي رائع وخدمه جيده الظهيره,انا احب المنتج الاصلي رائع,positive,0.9648937582969666
Iphone 16,Apple,Ma A.,مايو 13 2025,,اول شيء الجوال جاني سليم اي كسر او اي خدش وهذا اهم شيء اللون روعه غلطه رغم انه بالغلط احلي غلطه شيء الصور ونفس الوصف عموما رح انبه علي شيء ممكن مواجهه اغلب الي معاهم ايفون وفوق والي راس الشاحن ان السلك مايشبك علي اي راس لازم راس قويه وللايفون,neutral,0.511565625667572
Iphone 16,Apple,Michael B.,يونيو 5 2025,الهاتف ممتاز جدا,الهاتف ممتاز,positive,0.9270129799842834
Galaxy A16 Space Ram,Samsung,Anonymous,مايو 13 2025,رائع جدا يستحق التجربه,جميل النواحي وجوده الكامرا رائعه,positive,0.979056715965271
Iphone 16,Apple,Anonymous,أبريل 15 2025,ايفون الاصلي,الايفون اصلي شكرا ظهرا,positive,0.9553912281990051
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يونيو 28 2024,الهاتف اصلي وراضي,اعجبني وانا راض زميل المكالمه,positive,0.91157066822052
Galaxy A16 Space Ram,Samsung,Anonymous,سبتمبر 19 2025,متي يدخل الصيد المسترجع,متي يدخل الرصيد المسترجع الي المحفظه,neutral,0.9639490842819214
Galaxy S24 Ultra Titanium Ram,Samsung,Maged Y.,ديسمبر 14 2024,معلن عنه جاء الاصدار الاماراتي,معلن عنه جاء الاصدار الاماراتي,neutral,0.9351707696914673
Galaxy A16 Space Ram,Samsung,عبدالقادر احمد م.,أبريل 30 2025,توصيل سريع اقل ساعتين الجوال وصل,ممتاز وتوصيل سريع شكرا,positive,0.8847593069076538
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يناير 18 2025,ممتاز,لقد احببته لقد احببت الهاتف المحمول,positive,0.9793884754180908
Galaxy A16 Space Ram,Samsung,Mohammed A.,أبريل 28 2025,الجهاز ممتاز,الجهاز للاشخاص يستخدمون الاندرويد الجهاز ممتاز,positive,0.9314398765563965
Iphone 16,Apple,Abdul R.,فبراير 12 2025,النسخه الدوليه النموذج الياباني,لطيف جدا,positive,0.9722145199775696
Galaxy A16 Space Ram,Samsung,ام عمر ا.,يوليو 30 2025,الا جهاز شغل طفي فجاه سكرت شاشه,الا جهاز شغل طفي فجاه,negative,0.8435368537902832
Iphone 16,Apple,Anonymous,مايو 31 2025,اوصي بشده,انه لطيف انا احبه,positive,0.9770383238792419
Galaxy A16 Space Ram,Samsung,Anonymous,مايو 3 2025,,جيد جدا,positive,0.9013132452964783
Galaxy S24 Ultra Titanium Ram,Samsung,AJMAT  A.,أغسطس 18 2025,قطف,التعبئه جيده والخدمه رائعه الهاتف جيد,positive,0.7724289298057556
Iphone 16,Apple,Anonymous,فبراير 20 2025,افضل,يجب شراء الرجل الاصلي بنسبه,neutral,0.7954177856445312
Galaxy S24 Ultra Titanium Ram,Samsung,Rashid E.,فبراير 20 2025,جوال جيد,لقد كنت انتظر لفتره طويله لشرائه واخيرا حدث,neutral,0.746256411075592
Iphone 16,Apple,Mohamed A.,أبريل 11 2025,تسليم سريع جدا,سوبر مول رائع,positive,0.9660196304321289
Galaxy A16 Space Ram,Samsung,Anonymous,أغسطس 19 2025,ممتاز وسعره حلو اخذته الي ولدي,حلو استخدامه ومايعلق وسعره حلو,positive,0.6253589987754822
Galaxy S24 Ultra Titanium Ram,Samsung,MOHAMMED A.,أغسطس 27 2024,موبايل اصلي جيد,هاتف جيد وافضل هاتف يعمل بنظام اندرويد,positive,0.9860926270484924
Galaxy A16 Space Ram,Samsung,Shoqe A.,سبتمبر 6 2025,جوال بدون شاحن غلاف حمايه,جوال بدون شاحن غلاف حمايه,negative,0.7361378073692322
Iphone 16,Apple,Anonymous,مايو 14 2025,اصلي جيد جدا,انا سعيد بالايفون,positive,0.9668309092521667
Galaxy A16 Space Ram,Samsung,Abbas B.,أغسطس 5 2025,جميل خفيف ولون مميز,خفه الوزن اللون جميل جدا سلاسه التشغيل,positive,0.9284185767173767
Iphone 16,Apple,اسماء ا.,نوفمبر 20 2024,سرعه التوصيل,اول شي جاني صيني يعني ستوري اول ماروح ابي احمل برنامج يطلع الكلام صيني وديته للمحلات عجزو قالو ممكن يجيه تحديث ونقلت بياناتي كله جوالي الي يعي الي الايفون بعدين صارت الامور كلها تمامم يعني عربي ماعاد صيني اول والحمدلله مره كويس وانصح,neutral,0.6112637519836426
Galaxy A16 Space Ram,Samsung,Anonymous,مايو 17 2025,جميل جدا,متجر اجمل وسريع ومضمون يستحق اكثر خمسه نجوم,positive,0.9810469746589661
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,سبتمبر 15 2025,الهاتف الاصلي سامسونج جالكسي الترا,هاتف جميل انا احبه,positive,0.9865171909332275
Galaxy A16 Space Ram,Samsung,Anonymous,مايو 14 2025,جوال,لايوجد شاحن مكتمل مرافق يوجد سماعه اذن استيكر,neutral,0.8828615546226501
