Clean_Product_Name,Brand,Customer_Name,Review_Date,clean_title,clean_description,clean_description_norm,Sentiment,Sentiment_confidence,rule_decisions,heuristic
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 13 2025,الجهاز شغال تمام,الجهاز شغال تمام يحمي شوي استخدمته لفتره طويله خصوصا الالعاب,الجهاز شغال تمام يحمي شوي استخدمته لفتره طويله خصوصا الالعاب,positive,0.8632655739784241,none,neutral
Iphone 16,Apple,Joanne G.,يونيو 24 2025,ايفون جديد تماما واصلي,اذا كنت تريد شراء فهذا انا احبه شكرا علي الشراء عبر الانترنت لقد اذهلتني,اذا كنت تريد شراء فهذا انا احبه شكرا علي الشراء عبر الانترنت لقد اذهلتني,positive,0.9703792333602905,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يناير 4 2025,لقد اعجبني الهاتف شيء جيد انا سعيد لانني اشتريته,انا سعيد جدا لانني حصلت اثناء البيع,انا سعيد جدا لانني حصلت اثناء البيع,positive,0.9284820556640625,none,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,سبتمبر 2 2025,يبدو انه جديد او مقلد,سيء جدا يعمل ببطء شديد كميرا التطبيقات تعمل بشكل تلقائي,سيء جدا يعمل ببطء شديد كميرا التطبيقات تعمل بشكل تلقائي,negative,0.9881701469421387,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Nowfal A.,مارس 16 2024,كاميرات رهيبه,احببت اللقطات تخرج الهاتف الشاشه علي مستوي اخر وميزات الذكاء الاصطناعي مفيده,احببت اللقطات تخرج الهاتف الشاشه علي مستوي اخر وميزات الذكاء الاصطناعي مفيده,positive,0.9090553522109985,none,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 23 2025,الجهاز,البدايه شغال كويس اول تحديث النظام بقي ابطا دعم الشركه مش واضح,البدايه شغال كويس اول تحديث النظام بقي ابطا دعم الشركه مش واضح,negative,0.9225745797157288,none,positive
Galaxy S24 Ultra Titanium Ram,Samsung,Bilal B.,أغسطس 28 2025,فضلك ارجع اموالي,الهاتف المحمول اصليا يرجي ارجاع اموالي,الهاتف المحمول اصليا يرجي ارجاع اموالي,negative,0.8570556640625,short_pos_override|mixed_pref_negative,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يناير 21 2025,الترا,كانت تجربتي جيده جدا للحصول علي هاتف الجديد وكان السعر معقولا جدا,كانت تجربتي جيده جدا للحصول علي هاتف الجديد وكان السعر معقولا جدا,positive,0.9719187021255493,none,neutral
Iphone 16,Apple,Anonymous,يوليو 3 2025,لتغيير الترتيب,لقد طلبت خيارا خاطئا لذا علي اعادته لاخذ النوع المصنع المملكه المتحده او الصين,لقد طلبت خيارا خاطئا لذا علي اعادته لاخذ النوع المصنع المملكه المتحده او الصين,negative,0.8786672353744507,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Belal E.,مارس 23 2024,موبايل ممتاز,العبوه مثاليه وكل شيء علي يرام اصدار شكرا للبائع,العبوه مثاليه وكل شيء علي يرام اصدار شكرا للبائع,positive,0.936772882938385,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Andro P.,فبراير 4 2025,المنتج الاصلي,لقد قمت بفحص رقم الخاص بالجهاز ووجدت انه يتطابق رقم الموجود علي العلبه لقد احببته,لقد قمت بفحص رقم الخاص بالجهاز ووجدت انه يتطابق رقم الموجود علي العلبه لقد احببته,positive,0.8837974071502686,none,neutral
Iphone 16,Apple,Anonymous,أغسطس 13 2025,يقومون بتسليم هاتف مزيف,انهم يسلمون هاتفا مزيفا اي نسخه طبق الاصل اي انه اصليا,انهم يسلمون هاتفا مزيفا اي نسخه طبق الاصل اي انه اصليا,negative,0.9676414132118225,mixed_pref_negative,neutral
Galaxy A16 Space Ram,Samsung,MOHAMMED S.,فبراير 28 2025,رقم المتاجر الالكترونيه,سهوله استخدام الموقع وسرعه استلام الطلب وفقكم الله,سهوله استخدام الموقع وسرعه استلام الطلب وفقكم الله,positive,0.9081905484199524,none,neutral
Galaxy A16 Space Ram,Samsung,ريم  ب.,أبريل 25 2025,بكتب التعليق بالجوال نفسو,مرره رههييببب كنت خايفه لانو رام والله مررره جييددد,مرره رههييببب كنت خايفه لانو رام والله مررره جييددد,positive,0.9631900191307068,none,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 13 2025,الجهاز مستق,الجهاز مستقر اي مشاكل التحديثات التطبيقات تشتغل بدون مشاكل,الجهاز مستقر اي مشاكل التحديثات التطبيقات تشتغل بدون مشاكل,neutral,0.5583366751670837,none,negative
Galaxy S24 Ultra Titanium Ram,Samsung,Faiz A.,مارس 9 2025,هاتف فائق الجوده,الهاتف هاتف احلامي وانا سعيد بطلباتي يدي,الهاتف هاتف احلامي وانا سعيد بطلباتي يدي,positive,0.73316890001297,none,neutral
Iphone 16,Apple,Mohammad  J.,يونيو 2 2025,ايفون هندي,عالمي تم تصنيعه الهند لذا فان الايفون الهندي جيدا مقارنته بدول اخري,عالمي تم تصنيعه الهند لذا فان الايفون الهندي جيدا مقارنته بدول اخري,positive,0.9847442507743835,none,neutral
Iphone 16,Apple,Anonymous,ديسمبر 7 2024,المنتج جيد وانا سعيد جدا برؤيه المنتج فتره الظهيره شكرا جزيلا,جيد,جيد,positive,0.8054417371749878,none,neutral
Galaxy A16 Space Ram,Samsung,جوزاء ا.,يوليو 16 2025,روعه جدا روعه روعه جدا يهبل خيال الخيال,روعه جدا روعه روعه جدا يهبل خيال الخيال,روعه جدا روعه روعه جدا يهبل خيال الخيال,positive,0.9094122052192688,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Nisar A.,أكتوبر 11 2024,افضل هاتف,مليء بميزات الذكاء الاصطناعي المذهله جوده الكاميرا الاداء السريع,مليء بميزات الذكاء الاصطناعي المذهله جوده الكاميرا الاداء السريع,positive,0.9797701835632324,none,neutral
Galaxy A16 Space Ram,Samsung,Tarak K.,مارس 29 2025,,شكرا ظهرا,شكرا ظهرا,positive,0.9167203307151794,none,neutral
Iphone 16,Apple,Min Khant T.,يونيو 29 2025,صديقي الهاتف كثير لكنه يحبني,لانني وسيم جدا,لانني وسيم جدا,positive,0.8787630796432495,none,neutral
Iphone 16,Apple,Nazim H.,نوفمبر 20 2024,اعمال التنعيم,انا احبه لانه هاتف ابل لدي تجربه جيده هاتف ابل,انا احبه لانه هاتف ابل لدي تجربه جيده هاتف ابل,positive,0.9945881366729736,none,neutral
Galaxy A16 Space Ram,Samsung,Ashwag A.,مارس 24 2025,ممتاز,والله الجهاز الي الان ماشاء الله بطل وقوي ويتحمل ماشاء الله ويارب يبقي,والله الجهاز الي الان ماشاء الله بطل وقوي ويتحمل ماشاء الله ويارب يبقي,positive,0.9929172992706299,none,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,يونيو 21 2025,انا طلبت جهاز بشريحتين جا شريحه واحده,الجهاز طلبت لشريحتين مو المواصفات,الجهاز طلبت لشريحتين مو المواصفات,negative,0.806059718132019,none,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 9 2025,الصوت ضعيف,مكبر الصوت الخارجي مو قوي لازم تستخدم سماعات تبغي صوت واضح,مكبر الصوت الخارجي مو قوي لازم تستخدم سماعات تبغي صوت واضح,negative,0.9195022583007812,none,neutral
Iphone 16,Apple,Anonymous,مايو 29 2025,صنع الهند جيدا,بحار سيء جدا لماذا ننتقل الي بلدنا الاصلي,بحار سيء جدا لماذا ننتقل الي بلدنا الاصلي,negative,0.9899163842201233,none,positive
Iphone 16,Apple,Jasir J.,فبراير 23 2025,منتج اصلي,تم الشراء البائع نفسه وانا سعيد بالمنتج,تم الشراء البائع نفسه وانا سعيد بالمنتج,positive,0.970436692237854,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Minar A.,يناير 5 2025,هاتف رائع سامسونج الترا,انا سعيد جدا باستخدام هاتف الهاتف مذهل,انا سعيد جدا باستخدام هاتف الهاتف مذهل,positive,0.9901431798934937,none,neutral
Galaxy A16 Space Ram,Samsung,Kamal I.,أبريل 21 2025,بيعلق اذا فتحت الانترنت وبطي شديد بيعلق,انصحكم تشترونه بيعلق وبطي الشغل,انصحكم تشترونه بيعلق وبطي الشغل,negative,0.9841791987419128,mixed_pref_negative,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Saad A.,ديسمبر 9 2024,جيد جدا انه اصلي,جيد جدا موضح سعيد جدا اوصي بهذا البائع,جيد جدا موضح سعيد جدا اوصي بهذا البائع,positive,0.810655415058136,none,neutral
Iphone 16,Apple,Munjadier A.,أكتوبر 1 2024,منتج رائع,لقد احببته شكرا منتج شرعي هاتف شرعي,لقد احببته شكرا منتج شرعي هاتف شرعي,positive,0.9428178668022156,none,neutral
Galaxy A16 Space Ram,Samsung,بشاير ا.,أكتوبر 9 2025,جداااا سيئ ويحتر البطاريه وجوده سيئه,سيئ جدا جدا انصح الشراء,سيئ جدا جدا انصح الشراء,negative,0.9599025845527649,mixed_pref_negative,neutral
Iphone 16,Apple,Momen N.,مايو 6 2025,شاشه متشققه,لقد فتحنا الهاتف للتو وكانت الشاشه متصدعه,لقد فتحنا الهاتف للتو وكانت الشاشه متصدعه,negative,0.6643239259719849,none,neutral
Galaxy A16 Space Ram,Samsung,Rama S.,أبريل 13 2025,المنتج اصلي,كتير منيح حاليا اولو والبطاريه تمام وكلو تمام والله وسعرو بجنن,كتير منيح حاليا اولو والبطاريه تمام وكلو تمام والله وسعرو بجنن,positive,0.9880732893943787,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Haris I.,نوفمبر 25 2024,انا راضيه,لقد تلقيت التسليم بسرعه كبيره وانا سعيد جدا بهذا الهاتف المحمول,لقد تلقيت التسليم بسرعه كبيره وانا سعيد جدا بهذا الهاتف المحمول,positive,0.9628607034683228,none,neutral
Iphone 16,Apple,Rashid K.,أبريل 20 2025,السعر شيء جيد,عمل جيد جدا والتسليم الوقت المحدد وانا سعيد,عمل جيد جدا والتسليم الوقت المحدد وانا سعيد,positive,0.9773155450820923,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Muzammil J.,أكتوبر 4 2024,سامسونج اس الترا الجديد,انا راض للغايه هاتفي الجديد وبسعر جيد,انا راض للغايه هاتفي الجديد وبسعر جيد,positive,0.9492807388305664,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Muhammad Zahid A.,ديسمبر 25 2024,التسليم الوقت المحدد,التسوق موثوق للغايه وبخصم كبير,التسوق موثوق للغايه وبخصم كبير,positive,0.7718493938446045,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يناير 8 2025,الجوال نسخه الشرق الاوسط للاسف يدعم,الجوال اكثر رائع للاسف الجوال نسخه الشرق الاوسط يدعم تم التواصل خدمه عملاء سامسونغ وللاسف افادوا بان الجهاز نسخه قطريه اشتريت الجهاز لرغبتي وفي استخدام سامسونغ باي حاولت ارجاعه وتم الرفض خدمه عملاء للاسف البدايه يوضحو ان الجهاز مدعوم السعوديه سامسونق باي وان الجهاز قطري مفترض ان يتم توضيحه اعتبرها غلطه ولن تتكرر المزيد باذن الله,الجوال اكثر رائع للاسف الجوال نسخه الشرق الاوسط يدعم تم التواصل خدمه عملاء سامسونغ وللاسف افادوا بان الجهاز نسخه قطريه اشتريت الجهاز لرغبتي وفي استخدام سامسونغ باي حاولت ارجاعه وتم الرفض خدمه عملاء للاسف البدايه يوضحو ان الجهاز مدعوم السعوديه سامسونق باي وان الجهاز قطري مفترض ان يتم توضيحه اعتبرها غلطه ولن تتكرر المزيد باذن الله,negative,0.9738949537277222,mixed_pref_negative,neutral
Galaxy A16 Space Ram,Samsung,Ahmed T.,يونيو 12 2025,التليفون جي شاحن,حاجه غريبه ان التليفون جي شاحن وصله فقط,حاجه غريبه ان التليفون جي شاحن وصله فقط,negative,0.9593585133552551,none,neutral
Iphone 16,Apple,Deepak  S.,يونيو 8 2025,المنتج جميل واصلي,شكرا ظهرا ولكل الناس,شكرا ظهرا ولكل الناس,positive,0.9838790893554688,none,neutral
Iphone 16,Apple,Anonymous,فبراير 20 2025,انا احب,انا احب,انا احب,positive,0.8077055811882019,none,neutral
Galaxy A16 Space Ram,Samsung,Ismail R.,يونيو 25 2025,علي الوقت جيد جدا,جيد جدا فقط ينقصه سماعه وفيش الشاحن شكرا جدا,جيد جدا فقط ينقصه سماعه وفيش الشاحن شكرا جدا,positive,0.8998118042945862,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Raju K.,يونيو 27 2025,لقد رائعا,وصلني الجهاز توقعت شكرا جزيلا,وصلني الجهاز توقعت شكرا جزيلا,positive,0.7986899018287659,none,neutral
Iphone 16,Apple,Anonymous,أبريل 9 2025,جيد جدا,ساشتريه المره القادمه الظهر لقد اعجبني,ساشتريه المره القادمه الظهر لقد اعجبني,positive,0.938179075717926,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,EDI K.,ديسمبر 11 2024,الكاميرا والاداء,انا احب الجميع الذكاء الاصطناعي لطيف للغايه اداء الالعاب سريع للغايه,انا احب الجميع الذكاء الاصطناعي لطيف للغايه اداء الالعاب سريع للغايه,positive,0.982172429561615,none,neutral
Galaxy A16 Space Ram,Samsung,Soufiane A.,مارس 30 2025,الوصق,الهاتف يستاهل صراحه غلطه شكرا للبائع علي المصداقيه,الهاتف يستاهل صراحه غلطه شكرا للبائع علي المصداقيه,positive,0.9250368475914001,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Jeffrey R.,مايو 14 2024,خدمه جيده,منتج اصلي تغليف جيد مشكله علي الاطلاق يمكنك الوثوق بالبائع,منتج اصلي تغليف جيد مشكله علي الاطلاق يمكنك الوثوق بالبائع,positive,0.75,short_pos_override|mixed_positive_margin,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 28 2025,جميلا جدا شيء يجنن مساحه الا تصوير الا تخزين,مره يجنن,مره يجنن,positive,0.91468346118927,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يونيو 28 2024,الهاتف اصلي وراضي,اعجبني وانا راض زميل المكالمه,اعجبني وانا راض زميل المكالمه,positive,0.9115707874298096,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يناير 18 2025,ممتاز,لقد احببته لقد احببت الهاتف المحمول,لقد احببته لقد احببت الهاتف المحمول,positive,0.9793884754180908,none,neutral
Iphone 16,Apple,Abdul R.,فبراير 12 2025,النسخه الدوليه النموذج الياباني,لطيف جدا,لطيف جدا,positive,0.9722145199775696,none,neutral
Galaxy A16 Space Ram,Samsung,ام عمر ا.,يوليو 30 2025,الا جهاز شغل طفي فجاه سكرت شاشه,الا جهاز شغل طفي فجاه,الا جهاز شغل طفي فجاه,negative,0.8435368537902832,none,neutral
Iphone 16,Apple,Anonymous,مايو 31 2025,اوصي بشده,انه لطيف انا احبه,انه لطيف انا احبه,positive,0.9770384430885315,none,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,مايو 3 2025,,جيد جدا,جيد جدا,positive,0.9013133645057678,none,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,أغسطس 19 2025,ممتاز وسعره حلو اخذته الي ولدي,حلو استخدامه ومايعلق وسعره حلو,حلو استخدامه ومايعلق وسعره حلو,positive,0.75,short_pos_override|mixed_positive_margin,neutral
Galaxy A16 Space Ram,Samsung,Shoqe A.,سبتمبر 6 2025,جوال بدون شاحن غلاف حمايه,جوال بدون شاحن غلاف حمايه,جوال بدون شاحن غلاف حمايه,negative,0.736137866973877,none,neutral
Iphone 16,Apple,Anonymous,مايو 14 2025,اصلي جيد جدا,انا سعيد بالايفون,انا سعيد بالايفون,positive,0.9668309092521667,none,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,مايو 17 2025,جميل جدا,متجر اجمل وسريع ومضمون يستحق اكثر خمسه نجوم,متجر اجمل وسريع ومضمون يستحق اكثر خمسه نجوم,positive,0.9810470938682556,none,neutral
Galaxy A16 Space Ram,Samsung,يسري ح.,أغسطس 15 2025,بلد المنشا,اعتقد انه منتج جيد لديه ذاكره وصول عشوائي كبيره,اعتقد انه منتج جيد لديه ذاكره وصول عشوائي كبيره,positive,0.8977287411689758,none,neutral
Iphone 16,Apple,Kukiriza G.,مايو 30 2025,منتج جيد,اعجبني حجم الهاتف,اعجبني حجم الهاتف,positive,0.9431374669075012,none,neutral
Iphone 16,Apple,Michael N.,أغسطس 17 2025,ممتاز,تم استلام المنتج انا سعيد جدا,تم استلام المنتج انا سعيد جدا,positive,0.9678386449813843,none,neutral
Iphone 16,Apple,Maria Kristine V.,ديسمبر 12 2024,انا احبه,انا احب اللون الحقيقي,انا احب اللون الحقيقي,positive,0.9648640155792236,none,neutral
Iphone 16,Apple,Francisco B.,يوليو 6 2025,انه اصلي ويستحق,يستحق,يستحق,positive,0.8889562487602234,none,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,فبراير 12 2025,لطيف جيد,جيد,جيد,positive,0.8054417371749878,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Sarfaraz  K.,أغسطس 19 2025,افضل هاتف,نسخه دبي شيء جيد جدا ومثالي,نسخه دبي شيء جيد جدا ومثالي,positive,0.9779952764511108,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Mueed S.,أغسطس 10 2024,الجوال رائع النسخه الاصليه للامارات العربيه المتحده,شيء علي يرام شكرا ظهرا,شيء علي يرام شكرا ظهرا,positive,0.817441463470459,none,neutral
Galaxy A16 Space Ram,Samsung,عوض ف.,أغسطس 19 2025,الراس حق الشاحن مافي ليه,الراس حق الشاحن مافي ليه,الراس حق الشاحن مافي ليه,negative,0.7708595991134644,none,neutral
Iphone 16,Apple,Kimo O.,مارس 21 2025,مشاكل تعليق كثيره,مشاكل تعليق خصوصا فتح تطبيق الكاميرا نتمني ان تزول السوفت وير لان التحديثات اللي جت تحل المشكله الجهاز حجمه ممتاز كاميرا الممتازه بطاريه ممتازه عيبه الوحيد هتاك لاج فتح تطبيق الكاميرا,مشاكل تعليق خصوصا فتح تطبيق الكاميرا نتمني ان تزول السوفت وير لان التحديثات اللي جت تحل المشكله الجهاز حجمه ممتاز كاميرا الممتازه بطاريه ممتازه عيبه الوحيد هتاك لاج فتح تطبيق الكاميرا,negative,0.85,mixed_pref_negative,neutral
Iphone 16,Apple,عبدالرحمن ا.,أكتوبر 7 2025,اصلي وجديد,الي متخوف انه اصلي وجديد اطلب وتطمن ايفون اطلبه ونون كرتون المنتج جاي وصخ ومخدش يدل ان طريقه حفظه او نقله كانت سيئه حقيقه شيء مستفز جوال وكرتونه,الي متخوف انه اصلي وجديد اطلب وتطمن ايفون اطلبه ونون كرتون المنتج جاي وصخ ومخدش يدل ان طريقه حفظه او نقله كانت سيئه حقيقه شيء مستفز جوال وكرتونه,negative,0.9914790987968445,mixed_pref_negative,neutral
Iphone 16,Apple,Anonymous,يناير 30 2025,جيد جدا,جيد جدا واوصي,جيد جدا واوصي,positive,0.8537428975105286,none,neutral
Iphone 16,Apple,Anonymous,سبتمبر 24 2025,يستحق,منتج جيد وصالح,منتج جيد وصالح,positive,0.7018272280693054,none,neutral
Galaxy A16 Space Ram,Samsung,عبدالرحمن ا.,أبريل 13 2025,ممتاز ويدعم خاصيه,انصح بشرائه ممتاز وفيه ومايعلق,انصح بشرائه ممتاز وفيه ومايعلق,positive,0.75,short_pos_override|mixed_positive_margin,neutral
Galaxy A16 Space Ram,Samsung,خالد ا.,فبراير 19 2025,شاء الله الوصف,اعجبني رخيص الثمن ويفي بالواجب,اعجبني رخيص الثمن ويفي بالواجب,negative,0.9434769153594971,none,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,سبتمبر 12 2025,جيد,جيد,جيد,positive,0.8054417371749878,none,neutral
Iphone 16,Apple,Anonymous,أبريل 13 2025,انه جيد شكرا,جيد,جيد,positive,0.8054417371749878,none,neutral
Galaxy A16 Space Ram,Samsung,إسلام م.,أكتوبر 2 2025,الجوال رائع وجميل جدا وسهل الاستخدام,اعجبني وبشده,اعجبني وبشده,positive,0.9468938112258911,none,neutral
Galaxy A16 Space Ram,Samsung,Shoyaib  B.,مارس 8 2025,جيد,جيد,جيد,positive,0.8054417371749878,none,neutral
Iphone 16,Apple,Anonymous,أكتوبر 13 2025,الحمد لله انا سعيد,جيد,جيد,positive,0.8054417371749878,none,neutral
Iphone 16,Apple,Anil M.,فبراير 3 2025,مذهل,شكرا علي التوصيل الساعه صباحا,شكرا علي التوصيل الساعه صباحا,positive,0.7125343680381775,none,neutral
Iphone 16,Apple,Anonymous,مارس 24 2025,لطيف لطيف,الحمدلله,الحمدلله,positive,0.9486699104309082,none,neutral
Iphone 16,Apple,Ahmed A.,أغسطس 24 2025,توجد مشكله حتي الان,هاتف جيد,هاتف جيد,positive,0.9611479640007019,none,neutral
Iphone 16,Apple,Hend H.,سبتمبر 11 2025,,بشكر وبنصح الكل يشتري الهاتف جميل جدا مريح اصلي بالبوكس كمان متعلقاته مغلف وقت استلمت البوكس,بشكر وبنصح الكل يشتري الهاتف جميل جدا مريح اصلي بالبوكس كمان متعلقاته مغلف وقت استلمت البوكس,positive,0.9585208296775818,mixed_positive_margin,neutral
Iphone 16,Apple,Anonymous,يوليو 18 2025,جيد جدا,انا احب هاتفي الجديد,انا احب هاتفي الجديد,positive,0.9318410158157349,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Muhammad R.,فبراير 5 2025,منتج فيتنامي اصلي,راض بنسبه بالمائه اوصي بشده,راض بنسبه بالمائه اوصي بشده,positive,0.7460395693778992,none,neutral
Iphone 16,Apple,Anonymous,يوليو 1 2025,ايفون,انا احب سعيد,انا احب سعيد,positive,0.927302896976471,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,سبتمبر 24 2024,النسخه الفيتناميه الشرق الاوسط بشكل عام انا احبها الاصليه,احبها,احبها,positive,0.832495927810669,none,neutral
Iphone 16,Apple,Anonymous,أبريل 8 2025,,انا احبه ايفون,انا احبه ايفون,positive,0.9651918411254883,none,neutral
Galaxy A16 Space Ram,Samsung,ساره العبدالله ا.,أبريل 10 2025,الاعلانات مو طبييعه مش ممكن تمر ثانيه بدون اعلان,جيد,جيد,positive,0.8054417371749878,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Usama N.,يونيو 13 2025,ممتاز,انا راض الهاتف سامسونج اس الترا,انا راض الهاتف سامسونج اس الترا,positive,0.6577180027961731,none,neutral
Iphone 16,Apple,Angelica L.,نوفمبر 24 2024,شرعي واصلي,احبه,احبه,positive,0.8792015314102173,none,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,أكتوبر 1 2025,شي كله ممتاز,سرعه واحترام ومصدقيه التعامل,سرعه واحترام ومصدقيه التعامل,positive,0.9550997018814087,none,neutral
Iphone 16,Apple,عبير ع.,مايو 30 2025,شكرا للمصدقيه الجهد بطل ماندمت اني اخدته,يجنن مره جاني مغلف ومرتب شكرا كنت خايفه التعليقات الحمدلله جاني احسن حال شكرا المصدقيه,يجنن مره جاني مغلف ومرتب شكرا كنت خايفه التعليقات الحمدلله جاني احسن حال شكرا المصدقيه,positive,0.9237971901893616,none,neutral
Galaxy A16 Space Ram,Samsung,Shahzad A.,أبريل 5 2025,لطيف جيد,جيد,جيد,positive,0.8054417371749878,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Amro A.,يونيو 7 2024,الجهاااز رائع وفوووق التقيييم,انا قرات مراجعات تقول انه الجهاز بسخن هالشي صحيح اول ايام تقريبا عشان الجهاز جالس يفهم اسلوب استخدامك وبعدها بيصير باااردد حتي بالالعاب قرات انه الجهاز يخلص شحن بسرعه وهالشي صحيح باول ايام تقريبا او اسبوع عشان الحهاز يفهم اسلوب استخدامك بعدها المزيد الجهاز الشحنه تكمل معي يوم كامل واستخدامي يعتبر متوسط انصححح بشده بملك الجوالات,انا قرات مراجعات تقول انه الجهاز بسخن هالشي صحيح اول ايام تقريبا عشان الجهاز جالس يفهم اسلوب استخدامك وبعدها بيصير باااردد حتي بالالعاب قرات انه الجهاز يخلص شحن بسرعه وهالشي صحيح باول ايام تقريبا او اسبوع عشان الحهاز يفهم اسلوب استخدامك بعدها المزيد الجهاز الشحنه تكمل معي يوم كامل واستخدامي يعتبر متوسط انصححح بشده بملك الجوالات,negative,0.7368065118789673,none,positive
Galaxy S24 Ultra Titanium Ram,Samsung,Prejeth P.,فبراير 4 2025,لطيف,هاتف محمول مثالي البطاريه كانت تنفد بسرعه اكبر,هاتف محمول مثالي البطاريه كانت تنفد بسرعه اكبر,positive,0.9017046689987183,none,neutral
Iphone 16,Apple,Patel L.,مارس 11 2025,خفيف الوزن,منتج جيد,منتج جيد,positive,0.8480910658836365,none,neutral
Galaxy A16 Space Ram,Samsung,Yahya K.,أبريل 5 2025,لماذا يااتي مغلف,لماذا يااتي الجهاز مقلف,لماذا يااتي الجهاز مقلف,negative,0.676134467124939,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,MD B.,يناير 5 2025,انه جيد رايته,انه جيد رايته,انه جيد رايته,positive,0.9393959641456604,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Hamza I.,يوليو 18 2024,تم استلامه بحاله جيده,احب الخدمه تم استلامها بحاله جيده,احب الخدمه تم استلامها بحاله جيده,positive,0.8500052094459534,none,neutral
Iphone 16,Apple,Anonymous,فبراير 20 2025,احب المنتج,مدهش,مدهش,positive,0.8413268327713013,none,neutral
Galaxy A16 Space Ram,Samsung,ايمان م.,أبريل 15 2025,هاتف جميل المواصفات,يعمل جيدا التطبيقات,يعمل جيدا التطبيقات,positive,0.6913972496986389,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Abrar R.,أكتوبر 12 2024,منتج جيد جدا احبه,المنتج جيد وقد اثبتت شكرا لـ,المنتج جيد وقد اثبتت شكرا ل,positive,0.9920613765716553,none,neutral
Galaxy A16 Space Ram,Samsung,احمد ن.,أبريل 29 2025,شاء الله تبارك الرحمن,شاء الله تبارك الرحمن,شاء الله تبارك الرحمن,positive,0.981074869632721,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,سبتمبر 27 2024,لطيف جدا,انا احب الهاتف جدا لاستخدامه الشحن السريع الجيد,انا احب الهاتف جدا لاستخدامه الشحن السريع الجيد,positive,0.9838694930076599,none,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,مارس 9 2025,خدمه جيده وسريعه ومنتج جيد,شكرا جزيلا علي الظهيره,شكرا جزيلا علي الظهيره,positive,0.9574263691902161,none,neutral
Galaxy A16 Space Ram,Samsung,ناصر ع.,مايو 12 2025,عدم الاتصال بشبكه الواي فاي,يعجبني الجهاز,يعجبني الجهاز,positive,0.976758599281311,none,neutral
Galaxy A16 Space Ram,Samsung,عماد ع.,أغسطس 15 2025,شاحن الهاتف مهم يكون معاه وزود السعر,جيد جدا,جيد جدا,positive,0.9013133645057678,none,neutral
Iphone 16,Apple,Anonymous,ديسمبر 31 2024,رائع,انا احب شكرا,انا احب شكرا,positive,0.9430888891220093,none,neutral
Galaxy A16 Space Ram,Samsung,فايز ا.,يونيو 5 2025,لانصاح باستخدام الجهاز,استخدام الجهاز سيء,استخدام الجهاز سيء,negative,0.9749624133110046,none,neutral
Galaxy A16 Space Ram,Samsung,عبدالغني ا.,أبريل 3 2025,جهاز حلو وعملي,اعجبني الجهاز تجربه جيده,اعجبني الجهاز تجربه جيده,positive,0.9830613732337952,none,neutral
