Clean_Product_Name,Customer_Name,Review_Date,clean_title,clean_description,text,sentiment
Iphone 16,Khalid J.,سبتمبر 14 2025,شكرا ظهرا,خدمه ممتازه استلمت هاتفي ايفون جديدا تماما وحزمته ممتازه وصل منزلي اقل خمسه ايام شكرا,شكرا ظهرا خدمه ممتازه استلمت هاتفي ايفون جديدا تماما وحزمته ممتازه وصل منزلي اقل خمسه ايام شكرا,Positive
Galaxy S24 Ultra Titanium Ram,Ilyas K.,يونيو 10 2025,غطاء الهاتف تالف,غطاء الهاتف تالف تحقق الصوره يرجي استبداله شكرا,غطاء الهاتف تالف غطاء الهاتف تالف تحقق الصوره يرجي استبداله شكرا,Negative
Galaxy S24 Ultra Titanium Ram,Islam S.,يوليو 10 2024,الهاتف اصلي وسعره جيد,هاتف رائع شيء جيدا بدون كابل الشاحن فقط,الهاتف اصلي وسعره جيد هاتف رائع شيء جيدا بدون كابل الشاحن فقط,Neutral
Iphone 16,Dev D.,نوفمبر 9 2024,انه ممتاز المظهر والتغليف ايضا يجب السؤال وقت التسليم وتحديده الظهيره,منتج رائع يجب ان يوفر موقع الظهيره خيارا لوقت التسليم,انه ممتاز المظهر والتغليف ايضا يجب السؤال وقت التسليم وتحديده الظهيره منتج رائع يجب ان يوفر موقع الظهيره خيارا لوقت التسليم,Positive
Galaxy S24 Ultra Titanium Ram,Anonymous,يناير 4 2025,لقد اعجبني الهاتف شيء جيد انا سعيد لانني اشتريته,انا سعيد جدا لانني حصلت اثناء البيع,لقد اعجبني الهاتف شيء جيد انا سعيد لانني اشتريته انا سعيد جدا لانني حصلت اثناء البيع,Neutral
Galaxy S24 Ultra Titanium Ram,Siraj A.,نوفمبر 3 2024,الهاتف رائع جدا جدا اصلي,كلمه واحده فقط اشتري بعيون عمياء هاتف سوبر اصلي,الهاتف رائع جدا جدا اصلي كلمه واحده فقط اشتري بعيون عمياء هاتف سوبر اصلي,Positive
Galaxy A16 Space Ram,Anonymous,سبتمبر 2 2025,يبدو انه جديد او مقلد,سيء جدا يعمل ببطء شديد كميرا التطبيقات تعمل بشكل تلقائي,يبدو انه جديد او مقلد سيء جدا يعمل ببطء شديد كميرا التطبيقات تعمل بشكل تلقائي,Negative
Galaxy S24 Ultra Titanium Ram,Nowfal A.,مارس 16 2024,كاميرات رهيبه,احببت اللقطات تخرج الهاتف الشاشه علي مستوي اخر وميزات الذكاء الاصطناعي مفيده,كاميرات رهيبه احببت اللقطات تخرج الهاتف الشاشه علي مستوي اخر وميزات الذكاء الاصطناعي مفيده,Positive
Galaxy A16 Space Ram,Anonymous,يوليو 23 2025,الجهاز,البدايه شغال كويس اول تحديث النظام بقي ابطا دعم الشركه مش واضح,الجهاز البدايه شغال كويس اول تحديث النظام بقي ابطا دعم الشركه مش واضح,Negative
Galaxy S24 Ultra Titanium Ram,Shakil A.,أكتوبر 25 2024,اس الترا,اشتري انه هاتف اصلي صنع فيتنام الوصف اوصي بنسبه,اس الترا اشتري انه هاتف اصلي صنع فيتنام الوصف اوصي بنسبه,Neutral
Galaxy A16 Space Ram,MOHAMMAD A.,أكتوبر 9 2025,الجوال مغلف يكون مستعمل,الجوال مغلف العلبه مفتوحه يكون مستعمل,الجوال مغلف يكون مستعمل الجوال مغلف العلبه مفتوحه يكون مستعمل,Negative
Galaxy S24 Ultra Titanium Ram,Bilal B.,أغسطس 28 2025,فضلك ارجع اموالي,الهاتف المحمول اصليا يرجي ارجاع اموالي,فضلك ارجع اموالي الهاتف المحمول اصليا يرجي ارجاع اموالي,Positive
Galaxy A16 Space Ram,Zain F.,يوليو 28 2025,جوده الجوال جيده ووزنه خفيفه بطاريته كويسه,جوده الجوال جيده ووزنه خفيفه بطاريته كويسه,جوده الجوال جيده ووزنه خفيفه بطاريته كويسه جوده الجوال جيده ووزنه خفيفه بطاريته كويسه,Neutral
Galaxy S24 Ultra Titanium Ram,Anonymous,يناير 21 2025,الترا,كانت تجربتي جيده جدا للحصول علي هاتف الجديد وكان السعر معقولا جدا,الترا كانت تجربتي جيده جدا للحصول علي هاتف الجديد وكان السعر معقولا جدا,Neutral
Iphone 16,Anonymous,يوليو 3 2025,لتغيير الترتيب,لقد طلبت خيارا خاطئا لذا علي اعادته لاخذ النوع المصنع المملكه المتحده او الصين,لتغيير الترتيب لقد طلبت خيارا خاطئا لذا علي اعادته لاخذ النوع المصنع المملكه المتحده او الصين,Neutral
Galaxy A16 Space Ram,شكيب ا.,مارس 15 2025,حلو سعره يستاهل بصراحه,الجوال بصراحه حلو البطاريه تطوال يوم كامل وسلس الاستخدام,حلو سعره يستاهل بصراحه الجوال بصراحه حلو البطاريه تطوال يوم كامل وسلس الاستخدام,Neutral
Galaxy A16 Space Ram,Anonymous,أغسطس 15 2025,المشكله انا طالب والي وصل,المنتج المطلوب الي وصل وليس,المشكله انا طالب والي وصل المنتج المطلوب الي وصل وليس,Neutral
Iphone 16,Anonymous,مارس 15 2025,ايفون يعمل الهند,انه اصلي اريد فقط ان اعرف ان النسخه الدوليه الولايات المتحده ستعمل الهند,ايفون يعمل الهند انه اصلي اريد فقط ان اعرف ان النسخه الدوليه الولايات المتحده ستعمل الهند,Neutral
Iphone 16,Mehman G.,مايو 7 2025,تشتري البائع اي شيء,لقد استلمت طلبي بحاله سيئه تغلف شركه ابل هواتفها بهذه الطريقه ابدا,تشتري البائع اي شيء لقد استلمت طلبي بحاله سيئه تغلف شركه ابل هواتفها بهذه الطريقه ابدا,Negative
Galaxy A16 Space Ram,Anonymous,أغسطس 23 2025,البحرين,كاول طلب تعامل ممتاز وصل المنتج بشكل ممتاز وهاتف جيد علي المبلغ,البحرين كاول طلب تعامل ممتاز وصل المنتج بشكل ممتاز وهاتف جيد علي المبلغ,Neutral
Iphone 16,Umair R.,مارس 27 2025,صفقه رائعه احبها وكل شيء سلس,شيء اصلي وجيد داعي للقلق اشتر النسخه الدوليه,صفقه رائعه احبها وكل شيء سلس شيء اصلي وجيد داعي للقلق اشتر النسخه الدوليه,Neutral
Galaxy A16 Space Ram,كليب ب.,أبريل 5 2025,نوع الجوال يوجد نوعان الاول فيتنامي والثاني هندي,تم وصول النوع الفيتنامي الاصلي شكرا,نوع الجوال يوجد نوعان الاول فيتنامي والثاني هندي تم وصول النوع الفيتنامي الاصلي شكرا,Neutral
Iphone 16,Anonymous,سبتمبر 22 2025,شيء علي يرام شيء رائع شكرا,شيء علي يرام شيء رائع شكرا,شيء علي يرام شيء رائع شكرا شيء علي يرام شيء رائع شكرا,Positive
Iphone 16,Ahmad A.,أغسطس 17 2025,ممتاز,طلبت الهاتف واستلمته اسبوعين تجربه رائعه كعادتي ابل,ممتاز طلبت الهاتف واستلمته اسبوعين تجربه رائعه كعادتي ابل,Positive
Galaxy S24 Ultra Titanium Ram,Althaf P.,مايو 17 2024,رائع,باستثناء فان محفظه مدعومه علي الجهاز يقولون قفل اقليمي,رائع باستثناء فان محفظه مدعومه علي الجهاز يقولون قفل اقليمي,Positive
Galaxy S24 Ultra Titanium Ram,Belal E.,مارس 23 2024,موبايل ممتاز,العبوه مثاليه وكل شيء علي يرام اصدار شكرا للبائع,موبايل ممتاز العبوه مثاليه وكل شيء علي يرام اصدار شكرا للبائع,Neutral
Iphone 16,نجلاء ا.,يونيو 27 2025,خلل الصوت وضع الهاتف علي الاذن ضعيف جدا,عندما تم استخدامه للاتصال لاول مره اصبح الصوت ضعيفا واستمر بذلك رغم تغيير الاعدادات لحد الصوت الي المكبر مافي مشكله بدون المكبر الصوت حدا ضعيف تم التواصل خدمه العملاء للشكوي اول يوم وطلبو صور للمنتج واثبات تم ارسال الصور الاثبات لااستطيع لانه الضعف الصوت وضع الموبايل علي الاذن فكيف اثبتها الرجاء ارسال مندوب لاستلام الجهاز والتاكد صحه كلامي انا زبونتكم وهذه المره المزيد الخامسه اللي اشتري موبايل منكم لقد تضررت نفسيا تم اعاده ضبط المصنع ووضعه الكرتون حتي سلك الشاحن يستخدم لاارغب الاستبدال وارغب استرداد المبلغ,خلل الصوت وضع الهاتف علي الاذن ضعيف جدا عندما تم استخدامه للاتصال لاول مره اصبح الصوت ضعيفا واستمر بذلك رغم تغيير الاعدادات لحد الصوت الي المكبر مافي مشكله بدون المكبر الصوت حدا ضعيف تم التواصل خدمه العملاء للشكوي اول يوم وطلبو صور للمنتج واثبات تم ارسال الصور الاثبات لااستطيع لانه الضعف الصوت وضع الموبايل علي الاذن فكيف اثبتها الرجاء ارسال مندوب لاستلام الجهاز والتاكد صحه كلامي انا زبونتكم وهذه المره المزيد الخامسه اللي اشتري موبايل منكم لقد تضررت نفسيا تم اعاده ضبط المصنع ووضعه الكرتون حتي سلك الشاحن يستخدم لاارغب الاستبدال وارغب استرداد المبلغ,Negative
Galaxy S24 Ultra Titanium Ram,Andro P.,فبراير 4 2025,المنتج الاصلي,لقد قمت بفحص رقم الخاص بالجهاز ووجدت انه يتطابق رقم الموجود علي العلبه لقد احببته,المنتج الاصلي لقد قمت بفحص رقم الخاص بالجهاز ووجدت انه يتطابق رقم الموجود علي العلبه لقد احببته,Positive
Iphone 16,Anonymous,أبريل 10 2025,منتج رائع موعد التسليم ساشتري المزيد واقترح علي الاصدقاء الشراء وقت الظهيره فقط,كره,منتج رائع موعد التسليم ساشتري المزيد واقترح علي الاصدقاء الشراء وقت الظهيره فقط كره,Neutral
Galaxy S24 Ultra Titanium Ram,Mohammad Z.,نوفمبر 22 2024,اسلوب التصميم والكاميرا,هاتف مثالي يجب ازاله مشكله البطاريه والحراره,اسلوب التصميم والكاميرا هاتف مثالي يجب ازاله مشكله البطاريه والحراره,Neutral
Iphone 16,Anonymous,أغسطس 13 2025,يقومون بتسليم هاتف مزيف,انهم يسلمون هاتفا مزيفا اي نسخه طبق الاصل اي انه اصليا,يقومون بتسليم هاتف مزيف انهم يسلمون هاتفا مزيفا اي نسخه طبق الاصل اي انه اصليا,Negative
Galaxy S24 Ultra Titanium Ram,Anonymous,يناير 2 2025,جميل جدا واصلي,لقد تاثرت الظهيره بالعديد الطلبات كلها اصليه,جميل جدا واصلي لقد تاثرت الظهيره بالعديد الطلبات كلها اصليه,Neutral
Galaxy S24 Ultra Titanium Ram,Anonymous,أغسطس 22 2024,درجه حراره هاتفي المحمول مرتفعه جدا,عندما استخدم هاتفي المحمول تصبح درجه الحراره مرتفعه جدا,درجه حراره هاتفي المحمول مرتفعه جدا عندما استخدم هاتفي المحمول تصبح درجه الحراره مرتفعه جدا,Neutral
Galaxy A16 Space Ram,MOHAMMED S.,فبراير 28 2025,رقم المتاجر الالكترونيه,سهوله استخدام الموقع وسرعه استلام الطلب وفقكم الله,رقم المتاجر الالكترونيه سهوله استخدام الموقع وسرعه استلام الطلب وفقكم الله,Positive
Galaxy S24 Ultra Titanium Ram,MD N.,أغسطس 8 2025,العنصر النشط مسبقا,اعطني هاتفا مستعملا عندما اطلب هاتف,العنصر النشط مسبقا اعطني هاتفا مستعملا عندما اطلب هاتف,Neutral
Galaxy S24 Ultra Titanium Ram,SANTHOSH S.,مايو 6 2024,سامسونج جالاكسي اس الترا,جميل جدا جيد سامسونج وصل الموبايل الاصلي مذكور الموقع,سامسونج جالاكسي اس الترا جميل جدا جيد سامسونج وصل الموبايل الاصلي مذكور الموقع,Neutral
Galaxy A16 Space Ram,اسماعيل ا.,أغسطس 29 2025,سعره كويس وتليفون راءع,كويس الي حدا سعره اقتصادي وتليفون يدعم البرامج كويس,سعره كويس وتليفون راءع كويس الي حدا سعره اقتصادي وتليفون يدعم البرامج كويس,Neutral
Galaxy A16 Space Ram,ريم  ب.,أبريل 25 2025,بكتب التعليق بالجوال نفسو,مرره رههييببب كنت خايفه لانو رام والله مررره جييددد,بكتب التعليق بالجوال نفسو مرره رههييببب كنت خايفه لانو رام والله مررره جييددد,Positive
Galaxy S24 Ultra Titanium Ram,Anonymous,أبريل 24 2025,جميل,رائع اقترح المنتج انه رائع وسهل الاستخدام شكرا ظهري,جميل رائع اقترح المنتج انه رائع وسهل الاستخدام شكرا ظهري,Positive
Iphone 16,Anonymous,سبتمبر 24 2024,الاصلي,مدهش وبالنسبه افضل لون والتغليف رائعا ومختوما بلفائف بلاستيكيه والتسليم اليوم,الاصلي مدهش وبالنسبه افضل لون والتغليف رائعا ومختوما بلفائف بلاستيكيه والتسليم اليوم,Neutral
Galaxy S24 Ultra Titanium Ram,Anonymous,أبريل 23 2024,راضي,جوده ممتازه اداء سلس يستحق المال تحديث البرامج لمده تصل الي سنوات,راضي جوده ممتازه اداء سلس يستحق المال تحديث البرامج لمده تصل الي سنوات,Neutral
Iphone 16,Waseem A.,يوليو 28 2025,اصلي,هاتف رائع اصلي تم فحصه علي موقع ابل توصيل سريع شكرا للبائع,اصلي هاتف رائع اصلي تم فحصه علي موقع ابل توصيل سريع شكرا للبائع,Positive
Galaxy A16 Space Ram,Anonymous,يوليو 13 2025,الجهاز مستق,الجهاز مستقر اي مشاكل التحديثات التطبيقات تشتغل بدون مشاكل,الجهاز مستق الجهاز مستقر اي مشاكل التحديثات التطبيقات تشتغل بدون مشاكل,Neutral
Galaxy S24 Ultra Titanium Ram,Faiz A.,مارس 9 2025,هاتف فائق الجوده,الهاتف هاتف احلامي وانا سعيد بطلباتي يدي,هاتف فائق الجوده الهاتف هاتف احلامي وانا سعيد بطلباتي يدي,Positive
Galaxy A16 Space Ram,Anonymous,يوليو 13 2025,الكاميرا حلوه,الكاميرا حلوه تعطيك صور واضحه وواقعيه خصوصا كانت الاضاءه كويسه,الكاميرا حلوه الكاميرا حلوه تعطيك صور واضحه وواقعيه خصوصا كانت الاضاءه كويسه,Neutral
Galaxy S24 Ultra Titanium Ram,John Paulo N.,فبراير 8 2025,تسليم سريع والمنتج جيد,المنتج رائعا واصليا صنع فيتنام شريحتا اتصال ماديتان,تسليم سريع والمنتج جيد المنتج رائعا واصليا صنع فيتنام شريحتا اتصال ماديتان,Neutral
Iphone 16,Mohammad  J.,يونيو 2 2025,ايفون هندي,عالمي تم تصنيعه الهند لذا فان الايفون الهندي جيدا مقارنته بدول اخري,ايفون هندي عالمي تم تصنيعه الهند لذا فان الايفون الهندي جيدا مقارنته بدول اخري,Neutral
Galaxy S24 Ultra Titanium Ram,Muhammed K.,أبريل 19 2025,ايجابي,سيده جيده استلمتها الوقت المحدد تسليم سريع اصلي احبه,ايجابي سيده جيده استلمتها الوقت المحدد تسليم سريع اصلي احبه,Neutral
Galaxy A16 Space Ram,عمارهالطاهرعماره ا.,مايو 16 2025,الجوال احادي الشريحه,التوصيل سريع العيب الحوال احادي الشريحه وليس ثانئي الشريحه,الجوال احادي الشريحه التوصيل سريع العيب الحوال احادي الشريحه وليس ثانئي الشريحه,Negative
Galaxy A16 Space Ram,Anonymous,أبريل 7 2025,جيبو شاشه ضد الكسر,احضرتو الجوال بدون ضد الكسر ليش وهوو مكتووب بيجي معه شااشه ضد الكسر,جيبو شاشه ضد الكسر احضرتو الجوال بدون ضد الكسر ليش وهوو مكتووب بيجي معه شااشه ضد الكسر,Neutral
Iphone 16,Maria Kristine V.,أكتوبر 3 2024,جيد واصلي,شراء سريع فقط لاكون راضيا كمحب للون الوردي واكمل مجموعتي الورديه,جيد واصلي شراء سريع فقط لاكون راضيا كمحب للون الوردي واكمل مجموعتي الورديه,Negative
Iphone 16,Anonymous,ديسمبر 7 2024,المنتج جيد وانا سعيد جدا برؤيه المنتج فتره الظهيره شكرا جزيلا,جيد,المنتج جيد وانا سعيد جدا برؤيه المنتج فتره الظهيره شكرا جزيلا جيد,Neutral
Galaxy A16 Space Ram,جوزاء ا.,يوليو 16 2025,روعه جدا روعه روعه جدا يهبل خيال الخيال,روعه جدا روعه روعه جدا يهبل خيال الخيال,روعه جدا روعه روعه جدا يهبل خيال الخيال روعه جدا روعه روعه جدا يهبل خيال الخيال,Positive
Iphone 16,Anonymous,أبريل 6 2025,انا احب اللون,استخدم هاتفي الان اسبوع ويومين ولم اواجه اي مشكله علي الاطلاق شكرا,انا احب اللون استخدم هاتفي الان اسبوع ويومين ولم اواجه اي مشكله علي الاطلاق شكرا,Positive
Iphone 16,Adnan N.,أغسطس 20 2025,ايفون مذهل,الجوال رائع واصلي فعلا اخترت النسخه المخصصه للشرق الاوسط,ايفون مذهل الجوال رائع واصلي فعلا اخترت النسخه المخصصه للشرق الاوسط,Positive
Iphone 16,Anonymous,يوليو 8 2025,الهاتف المحمول يعمل,لمس الاعداد يعمل شيء وتوقف الهاتف العمل,الهاتف المحمول يعمل لمس الاعداد يعمل شيء وتوقف الهاتف العمل,Neutral
Galaxy A16 Space Ram,Anonymous,يوليو 24 2025,دوما منتجاتكم جميله,دي المره التالته اشتري الجوال مره كويس لاتترددوا تاخدوه,دوما منتجاتكم جميله دي المره التالته اشتري الجوال مره كويس لاتترددوا تاخدوه,Positive
Galaxy S24 Ultra Titanium Ram,Nisar A.,أكتوبر 11 2024,افضل هاتف,مليء بميزات الذكاء الاصطناعي المذهله جوده الكاميرا الاداء السريع,افضل هاتف مليء بميزات الذكاء الاصطناعي المذهله جوده الكاميرا الاداء السريع,Positive
Galaxy S24 Ultra Titanium Ram,Anonymous,سبتمبر 19 2025,الترا,هاتف جلاكسي جميل جدا واصلي شكرا جزيلا,الترا هاتف جلاكسي جميل جدا واصلي شكرا جزيلا,Positive
Galaxy S24 Ultra Titanium Ram,Awais K.,أكتوبر 12 2024,سامسونج اس الترا,منتج رائع منتج رائع اوصي بشرائه,سامسونج اس الترا منتج رائع منتج رائع اوصي بشرائه,Positive
Galaxy S24 Ultra Titanium Ram,Anonymous,مارس 7 2025,سعيد جدا جدا الهاتف جيد,موبايل قوي جدا وكاميرا ممتازه زووم,سعيد جدا جدا الهاتف جيد موبايل قوي جدا وكاميرا ممتازه زووم,Neutral
Iphone 16,Lasith  I.,يونيو 3 2025,ايفون,ممتاز شكرا ظهيره خدمه ممتازه وتوصيل سريع المنتج مطابق للوصف,ايفون ممتاز شكرا ظهيره خدمه ممتازه وتوصيل سريع المنتج مطابق للوصف,Neutral
Galaxy A16 Space Ram,Omnia E.,مارس 28 2025,الهاتف تم ارجاعه لان مشكله الاتصال بالشبكه,استطيع تشغيل الخاتم جود عطل,الهاتف تم ارجاعه لان مشكله الاتصال بالشبكه استطيع تشغيل الخاتم جود عطل,Neutral
Galaxy A16 Space Ram,Anonymous,مايو 27 2025,لماذا توجد سماعت اذن وراس للشحن,توجد اي اغراد معا الجوال او ضمان ذالك,لماذا توجد سماعت اذن وراس للشحن توجد اي اغراد معا الجوال او ضمان ذالك,Neutral
Galaxy S24 Ultra Titanium Ram,Revilou T.,يوليو 25 2024,القطع الاصليه مختومه جيدا ويتم التسليم بسرعه,المنتج اصلي موصي بشده,القطع الاصليه مختومه جيدا ويتم التسليم بسرعه المنتج اصلي موصي بشده,Positive
Iphone 16,Anonymous,يونيو 27 2025,منتج اصلي وهاتف بجوده عاليه جدا,منتج اصلي وهاتف بجوده عاليه جدا,منتج اصلي وهاتف بجوده عاليه جدا منتج اصلي وهاتف بجوده عاليه جدا,Positive
Galaxy A16 Space Ram,Yousef H.,سبتمبر 10 2025,اكسسوارات,عدم وجود اسكرينه وشاحن وجراب شفاف يوجد المنتجات الاخري,اكسسوارات عدم وجود اسكرينه وشاحن وجراب شفاف يوجد المنتجات الاخري,Negative
Galaxy S24 Ultra Titanium Ram,Anonymous,يوليو 10 2025,منتج جيد,يستحق الشراء وصل بحاله ممتازه شكرا للبائع ونون,منتج جيد يستحق الشراء وصل بحاله ممتازه شكرا للبائع ونون,Positive
Galaxy A16 Space Ram,Anonymous,يوليو 9 2025,ينفع للالعاب الثقيله,جربت العب العاب ببجي الجهاز يسخن ويعلق شوي,ينفع للالعاب الثقيله جربت العب العاب ببجي الجهاز يسخن ويعلق شوي,Negative
Iphone 16,Anonymous,فبراير 5 2025,معامله سريعه,اود شراء لاختي عملي وجوده الكاميرا رائعه للغايه,معامله سريعه اود شراء لاختي عملي وجوده الكاميرا رائعه للغايه,Neutral
Galaxy S24 Ultra Titanium Ram,Anonymous,أكتوبر 19 2024,رائع,الموبايل ممتاز جدا وبطاريه الموبايل ممتازه ومظهره جميل,رائع الموبايل ممتاز جدا وبطاريه الموبايل ممتازه ومظهره جميل,Positive
Galaxy A16 Space Ram,Mohamed M.,سبتمبر 23 2025,بدون اي مرفق,وصل بدون شاحن او جراب والاكسسوارات قليله العرض وعاليه السعر,بدون اي مرفق وصل بدون شاحن او جراب والاكسسوارات قليله العرض وعاليه السعر,Negative
Iphone 16,Anonymous,أغسطس 10 2025,انا سعيد لانني استطيع ان اندم علي الحصول انه رائع ومذهل والتسليم امن,انه فقط,انا سعيد لانني استطيع ان اندم علي الحصول انه رائع ومذهل والتسليم امن انه فقط,Positive
Galaxy S24 Ultra Titanium Ram,Kimjen C.,فبراير 25 2025,جميل جدا المنتج اصلي واصلي,المنتج اصلي وحقيقي,جميل جدا المنتج اصلي واصلي المنتج اصلي وحقيقي,Positive
Iphone 16,Anonymous,مارس 12 2025,ايفون سعه جيجابايت بلون ازرق سماوي فيس تايم النسخه العالميه,موصي بشده,ايفون سعه جيجابايت بلون ازرق سماوي فيس تايم النسخه العالميه موصي بشده,Neutral
Galaxy S24 Ultra Titanium Ram,Raihan H.,نوفمبر 28 2024,انه جديد تماما صندوق جديد,هاتف رائع جديد تماما التوصيل الظهيره رائع جدا,انه جديد تماما صندوق جديد هاتف رائع جديد تماما التوصيل الظهيره رائع جدا,Positive
Galaxy A16 Space Ram,Anonymous,يوليو 27 2025,ال استخدام ممتاز مواصفات ممتازه,استخدام ممتاز مواصفات ممتازه توصيل سريع,ال استخدام ممتاز مواصفات ممتازه استخدام ممتاز مواصفات ممتازه توصيل سريع,Positive
Galaxy S24 Ultra Titanium Ram,Anonymous,مايو 2 2025,الترا,جوال مذهل اوصيت الجميع بهذا الهاتف الرائع جدا,الترا جوال مذهل اوصيت الجميع بهذا الهاتف الرائع جدا,Positive
Iphone 16,Min Khant T.,يونيو 29 2025,صديقي الهاتف كثير لكنه يحبني,لانني وسيم جدا,صديقي الهاتف كثير لكنه يحبني لانني وسيم جدا,Neutral
Galaxy S24 Ultra Titanium Ram,Esmail S.,أبريل 25 2025,اسماعيل الشيخ,مرحبا اسماعيل الشيخ موبايل سامسونج جالاكسي اس الترا حالته ممتازه,اسماعيل الشيخ مرحبا اسماعيل الشيخ موبايل سامسونج جالاكسي اس الترا حالته ممتازه,Negative
Iphone 16,Nazim H.,نوفمبر 20 2024,اعمال التنعيم,انا احبه لانه هاتف ابل لدي تجربه جيده هاتف ابل,اعمال التنعيم انا احبه لانه هاتف ابل لدي تجربه جيده هاتف ابل,Neutral
Galaxy A16 Space Ram,Ashwag A.,مارس 24 2025,ممتاز,والله الجهاز الي الان ماشاء الله بطل وقوي ويتحمل ماشاء الله ويارب يبقي,ممتاز والله الجهاز الي الان ماشاء الله بطل وقوي ويتحمل ماشاء الله ويارب يبقي,Positive
Galaxy A16 Space Ram,Anonymous,يونيو 21 2025,انا طلبت جهاز بشريحتين جا شريحه واحده,الجهاز طلبت لشريحتين مو المواصفات,انا طلبت جهاز بشريحتين جا شريحه واحده الجهاز طلبت لشريحتين مو المواصفات,Neutral
Galaxy A16 Space Ram,محمد  ا.,يوليو 10 2025,ممتاز صراحه,معي ولدي يستخدمه ومحمل العاب وممتاز والكاميرا تفي بالغرض,ممتاز صراحه معي ولدي يستخدمه ومحمل العاب وممتاز والكاميرا تفي بالغرض,Positive
Galaxy A16 Space Ram,Anonymous,يوليو 9 2025,الصوت ضعيف,مكبر الصوت الخارجي مو قوي لازم تستخدم سماعات تبغي صوت واضح,الصوت ضعيف مكبر الصوت الخارجي مو قوي لازم تستخدم سماعات تبغي صوت واضح,Negative
Iphone 16,Hamza Z.,يونيو 12 2025,يقول العلامه التجاريه الجديده حصلت علي وانا احبه,/,يقول العلامه التجاريه الجديده حصلت علي وانا احبه /,Negative
Iphone 16,Anonymous,مايو 29 2025,صنع الهند جيدا,بحار سيء جدا لماذا ننتقل الي بلدنا الاصلي,صنع الهند جيدا بحار سيء جدا لماذا ننتقل الي بلدنا الاصلي,Negative
Iphone 16,Anonymous,فبراير 25 2025,ايفون جيجا,سريع جدا بائع رائع احب الهاتف نفسه شكرا,ايفون جيجا سريع جدا بائع رائع احب الهاتف نفسه شكرا,Neutral
Iphone 16,Jasir J.,فبراير 23 2025,منتج اصلي,تم الشراء البائع نفسه وانا سعيد بالمنتج,منتج اصلي تم الشراء البائع نفسه وانا سعيد بالمنتج,Neutral
Galaxy S24 Ultra Titanium Ram,Burhan U.,أكتوبر 10 2025,المنتجات الاصليه,المنتج اصلي صنع فيتنام,المنتجات الاصليه المنتج اصلي صنع فيتنام,Positive
Galaxy S24 Ultra Titanium Ram,Anonymous,فبراير 15 2025,المنتج مذهل للغايه,يوجد اقتراحات لان شيء مثالي,المنتج مذهل للغايه يوجد اقتراحات لان شيء مثالي,Neutral
Iphone 16,Dave Patrik G.,أغسطس 12 2025,تعبئه جيده للعناصر اي ضرر,توصيل سريع بفضل البائع,تعبئه جيده للعناصر اي ضرر توصيل سريع بفضل البائع,Neutral
Galaxy S24 Ultra Titanium Ram,Brix C.,يناير 24 2025,سامسونج جالكسي الترا تيتانيوم رمادي,علبه مختومه اصليه راض جدا,سامسونج جالكسي الترا تيتانيوم رمادي علبه مختومه اصليه راض جدا,Neutral
Iphone 16,Rowaida H.,مارس 15 2025,انه جيد واصلي وتم تسليمه الوقت المحدد,انا راض عمليه الشراء الخاصه,انه جيد واصلي وتم تسليمه الوقت المحدد انا راض عمليه الشراء الخاصه,Neutral
Galaxy S24 Ultra Titanium Ram,Minar A.,يناير 5 2025,هاتف رائع سامسونج الترا,انا سعيد جدا باستخدام هاتف الهاتف مذهل,هاتف رائع سامسونج الترا انا سعيد جدا باستخدام هاتف الهاتف مذهل,Positive
Galaxy A16 Space Ram,Kamal I.,أبريل 21 2025,بيعلق اذا فتحت الانترنت وبطي شديد بيعلق,انصحكم تشترونه بيعلق وبطي الشغل,بيعلق اذا فتحت الانترنت وبطي شديد بيعلق انصحكم تشترونه بيعلق وبطي الشغل,Negative
Galaxy S24 Ultra Titanium Ram,Saad A.,ديسمبر 9 2024,جيد جدا انه اصلي,جيد جدا موضح سعيد جدا اوصي بهذا البائع,جيد جدا انه اصلي جيد جدا موضح سعيد جدا اوصي بهذا البائع,Positive
Iphone 16,Munjadier A.,أكتوبر 1 2024,منتج رائع,لقد احببته شكرا منتج شرعي هاتف شرعي,منتج رائع لقد احببته شكرا منتج شرعي هاتف شرعي,Positive
Galaxy A16 Space Ram,بشاير ا.,أكتوبر 9 2025,جداااا سيئ ويحتر البطاريه وجوده سيئه,سيئ جدا جدا انصح الشراء,جداااا سيئ ويحتر البطاريه وجوده سيئه سيئ جدا جدا انصح الشراء,Negative
Galaxy S24 Ultra Titanium Ram,Anonymous,مارس 13 2024,المنتج,انا احب لان المتجر جيد جدا انصحك بشده بشرائه المتجر,المنتج انا احب لان المتجر جيد جدا انصحك بشده بشرائه المتجر,Positive
Iphone 16,Momen N.,مايو 6 2025,شاشه متشققه,لقد فتحنا الهاتف للتو وكانت الشاشه متصدعه,شاشه متشققه لقد فتحنا الهاتف للتو وكانت الشاشه متصدعه,Neutral
Galaxy A16 Space Ram,محمد ا.,أغسطس 2 2025,دايما سباقين للخدمه الجيده واشكركم علي ذالك,ريت تكملو ملحقات الجوال,دايما سباقين للخدمه الجيده واشكركم علي ذالك ريت تكملو ملحقات الجوال,Positive
Galaxy S24 Ultra Titanium Ram,Anonymous,يوليو 4 2025,المنتج الاصلي,جيد التغليف النسخه العالميه الاصليه,المنتج الاصلي جيد التغليف النسخه العالميه الاصليه,Positive
